,address,assessedvalue,buildingsize,city,class,estimatedvalue,homeownerexemption,lotsize,pin,seniorcitizenexemption,seniorfreezeexemption,taxafterexemptions,taxbeforeexemptions,taxbill2013,taxbill2014,taxbill2015,taxbill2016,taxbill2017,taxcode,township,zip
0,519 N ELMWOOD AVE,"60,087","2,683",OAK PARK,2-06,"$600,870","1,219.10","8,600",16-06-423-020-0000,0.00,0.00,"20,483.32","21,702.42","$16,724.90","$18,870.79","$20,288.16","$22,693.97","$20,483.32",27001,OAK PARK,60302
0,515 N ELMWOOD AVE,"58,041","2,494",OAK PARK,2-06,"$580,410","1,219.10","8,428",16-06-423-021-0000,0.00,0.00,"19,744.30","20,963.40","$17,476.37","$17,996.92","$19,347.59","$21,644.25","$19,744.30",27001,OAK PARK,60302
0,511 N ELMWOOD AVE,"62,531","2,914",OAK PARK,2-06,"$625,310","1,219.10","8,772",16-06-423-022-0000,0.00,0.00,"21,366.07","22,585.17","$14,219.02","$16,317.04","$21,489.02","$22,590.88","$21,366.07",27001,OAK PARK,60302
0,505 N ELMWOOD AVE,"60,985","2,333",OAK PARK,2-06,"$609,850","1,219.10","8,600",16-06-423-023-0000,0.00,0.00,"20,807.60","22,026.70","$18,709.51","$15,389.80","$16,541.95","$18,512.92","$20,807.60",27001,OAK PARK,60302
0,501 N ELMWOOD AVE,"57,979","2,484",OAK PARK,2-06,"$579,790","1,219.10","7,370",16-06-423-024-0000,0.00,0.00,"19,721.87","20,940.97","$16,378.32","$16,661.82","$18,856.90","$21,045.81","$19,721.87",27001,OAK PARK,60302
0,546 N ELMWOOD AVE,"50,241","2,200",OAK PARK,2-05,"$502,410","1,219.10","8,600",16-06-424-001-0000,0.00,0.00,"16,927.08","18,146.18","$16,879.18","$16,937.99","$18,208.09","$16,972.30","$16,927.08",27001,OAK PARK,60302
0,542 N ELMWOOD AVE,"74,101","3,160",OAK PARK,2-06,"$741,010","1,219.10","8,600",16-06-424-002-0000,0.00,0.00,"25,544.90","26,764.00","$20,576.51","$21,327.17","$22,931.50","$22,134.15","$25,544.90",27001,OAK PARK,60302
0,538 N ELMWOOD AVE,"48,911","1,872",OAK PARK,2-05,"$489,110","1,219.10","8,600",16-06-424-003-0000,0.00,0.00,"16,446.76","17,665.86","$14,390.17","$13,880.46","$14,917.70","$16,700.22","$16,446.76",27001,OAK PARK,60302
0,534 N ELMWOOD AVE,"47,950","1,632",OAK PARK,2-05,"$479,500","1,219.10","8,600",16-06-424-004-0000,0.00,0.00,"16,099.56","17,318.66","$13,739.07","$13,343.00","$14,339.30","$16,054.54","$16,099.56",27001,OAK PARK,60302
0,530 N ELMWOOD AVE,"50,804","2,266",OAK PARK,2-06,"$508,040","1,219.10","8,600",16-06-424-005-0000,0.00,0.00,"17,130.43","18,349.53","$14,867.92","$16,273.14","$15,818.95","$17,706.00","$17,130.43",27001,OAK PARK,60302
0,526 N ELMWOOD AVE,"46,694","1,584",OAK PARK,2-05,"$466,940",0.00,"8,600",16-06-424-006-0000,0.00,0.00,"16,865.03","16,865.03","$11,833.43","$13,613.89","$14,650.53","$16,351.32","$16,865.03",27001,OAK PARK,60302
0,522 N ELMWOOD AVE,"49,695","1,979",OAK PARK,2-05,"$496,950","1,219.10","8,600",16-06-424-007-0000,0.00,0.00,"16,729.83","17,948.93","$14,243.47","$13,928.42","$14,969.32","$16,757.80","$16,729.83",27001,OAK PARK,60302
0,518 N ELMWOOD AVE,"44,967","1,749",OAK PARK,2-05,"$449,670","1,219.10","8,600",16-06-424-008-0000,975.28,"3,496.38","10,550.58","16,241.34","$12,153.73","$12,385.39","$12,506.40","$13,287.47","$10,550.58",27001,OAK PARK,60302
0,514 N ELMWOOD AVE,"53,375","1,862",OAK PARK,2-05,"$533,750","1,219.10","8,600",16-06-424-009-0000,0.00,0.00,"18,059.02","19,278.12","$15,663.40","$15,136.13","$16,268.96","$15,464.14","$18,059.02",27001,OAK PARK,60302
0,510 N ELMWOOD AVE,"66,725","2,913",OAK PARK,2-06,"$667,250","1,219.10","8,600",16-06-424-010-0000,0.00,0.00,"22,880.80","24,099.90","$16,970.62","$20,508.13","$21,429.83","$23,968.24","$22,880.80",27001,OAK PARK,60302
0,506 N ELMWOOD AVE,"46,669","1,860",OAK PARK,2-05,"$466,690","1,219.10","8,600",16-06-424-011-0000,0.00,0.00,"15,636.91","16,856.01","$13,853.61","$13,685.08","$14,707.56","$16,465.61","$15,636.91",27001,OAK PARK,60302
0,500  CHICAGO AVE,"42,100","2,344",OAK PARK,2-06,"$421,000","1,219.10","7,342",16-06-424-012-0000,0.00,0.00,"13,986.73","15,205.83","$17,079.30","$16,590.13","$17,833.75","$15,094.28","$13,986.73",27001,OAK PARK,00000
0,547 N RIDGELAND AVE,"48,915","2,000",OAK PARK,2-05,"$489,150","1,219.10","8,600",16-06-424-013-0000,0.00,0.00,"16,448.10","17,667.20","$16,644.83","$16,279.17","$15,907.06","$16,748.46","$16,448.10",27001,OAK PARK,60302
0,543 N RIDGELAND AVE,"52,735","2,050",OAK PARK,2-04,"$527,350","1,219.10","8,600",16-06-424-014-0000,0.00,0.00,"17,827.87","19,046.97","$14,145.18","$14,804.02","$13,999.29","$15,675.06","$17,827.87",27001,OAK PARK,60302
0,539 N RIDGELAND AVE,"60,763","2,480",OAK PARK,2-06,"$607,630","1,219.10","8,600",16-06-424-015-0000,0.00,0.00,"20,727.50","21,946.60","$13,613.39","$17,279.08","$18,208.36","$20,372.85","$20,727.50",27001,OAK PARK,60302
0,535 N RIDGELAND AVE,"51,768","1,912",OAK PARK,2-05,"$517,680","1,219.10","8,600",16-06-424-016-0000,0.00,0.00,"17,478.60","18,697.70","$14,273.67","$14,421.61","$15,500.15","$17,350.21","$17,478.60",27001,OAK PARK,60302
0,531 N RIDGELAND AVE,"47,850","2,118",OAK PARK,2-05,"$478,500","1,219.10","8,600",16-06-424-017-0000,975.28,0.00,"15,088.19","17,282.57","$14,105.08","$14,778.32","$15,869.90","$17,799.04","$15,088.19",27001,OAK PARK,60302
0,527 N RIDGELAND AVE,"51,983","2,153",OAK PARK,2-05,"$519,830","1,219.10","8,600",16-06-424-018-0000,0.00,0.00,"17,556.26","18,775.36","$13,475.01","$15,286.63","$16,416.94","$19,127.58","$17,556.26",27001,OAK PARK,60302
0,525 N RIDGELAND AVE,"42,325","2,618",OAK PARK,2-11,"$423,250","1,219.10","8,600",16-06-424-019-0000,0.00,0.00,"14,067.93","15,287.03","$10,384.65","$13,393.17","$14,393.36","$13,487.62","$14,067.93",27001,OAK PARK,60302
0,519 N RIDGELAND AVE,"43,999","1,632",OAK PARK,2-05,"$439,990","1,219.10","8,600",16-06-424-020-0000,975.28,0.00,"13,697.32","15,891.70","$12,887.60","$11,736.53","$12,596.53","$14,145.79","$13,697.32",27001,OAK PARK,60302
0,515 N RIDGELAND AVE,"59,897","2,799",OAK PARK,2-06,"$598,970","1,219.10","8,600",16-06-424-021-0000,975.28,0.00,"19,439.40","21,633.78","$14,986.38","$16,932.58","$18,202.28","$19,648.06","$19,439.40",27001,OAK PARK,60302
0,505 N RIDGELAND AVE,"58,508",,OAK PARK,5-17,,0.00,"8,600",16-06-424-023-0000,0.00,0.00,"21,132.12","21,132.12","$19,292.15","$19,962.06","$21,482.26","$23,975.99","$21,132.12",27001,OAK PARK,60302
0,400 W CHICAGO AVE,"60,484",,OAK PARK,5-17,,0.00,"7,215",16-06-424-024-0000,0.00,0.00,"21,845.78","21,845.78","$19,729.19","$20,111.83","$21,643.35","$24,155.90","$21,845.78",27001,OAK PARK,60302
0,511 N RIDGELAND AVE,"69,486","3,540",OAK PARK,2-06,"$694,860",0.00,"6,880",16-06-424-025-0000,0.00,0.00,"25,097.12","25,097.12","$17,463.66","$20,050.23","$21,576.99","$24,081.81","$25,097.12",27001,OAK PARK,60302
0,509 N RIDGELAND AVE,"7,874",,OAK PARK,5-90,,0.00,"1,720",16-06-424-026-0000,0.00,0.00,"2,843.92","2,843.92","$1,756.37","$2,045.19","$2,200.89","$2,456.37","$2,843.92",27001,OAK PARK,60302
0,711 N HARLEM AVE,"55,473",,OAK PARK,5-17,,0.00,"7,300",16-07-100-004-0000,0.00,0.00,"20,035.91","20,035.91","$16,099.96","$17,764.52","$19,117.31","$21,336.42","$20,035.91",27001,OAK PARK,60302
0,711 N HARLEM AVE,"55,473",,OAK PARK,5-17,,0.00,"7,300",16-07-100-005-0000,0.00,0.00,"20,035.91","20,035.91","$16,099.96","$17,764.52","$19,117.31","$21,336.42","$20,035.91",27001,OAK PARK,60302
0,701 N HARLEM AVE,"40,304",,OAK PARK,5-90,,0.00,"7,914",16-07-100-006-0000,0.00,0.00,"14,557.15","14,557.15","$10,107.63","$12,222.59","$13,153.31","$14,680.19","$14,557.15",27001,OAK PARK,60302
0,1140  SUPERIOR ST,"31,058","1,150",OAK PARK,2-03,"$310,580","1,219.10","2,485",16-07-100-007-0000,0.00,0.00,"9,998.57","11,217.67","$9,694.43","$8,113.39","$8,711.39","$8,316.44","$9,998.57",27001,OAK PARK,60302
0,1135  CHICAGO AVE,"87,934",,OAK PARK,5-17,,0.00,"5,550",16-07-100-008-0000,0.00,0.00,"31,760.24","31,760.24","$25,525.31","$26,712.08","$28,746.17","$32,083.09","$31,760.24",27001,OAK PARK,60302
0,1133  CHICAGO AVE,"237,146",,OAK PARK,2-97,"$2,371,460",0.00,"9,014",16-07-100-009-0000,0.00,0.00,"85,652.99","85,652.99","$10,567.78","$6,369.70","$6,854.71","$7,650.37","$85,652.99",27001,OAK PARK,60302
0,425 N MAPLE AVE,"59,776","4,329",OAK PARK,2-11,"$597,760",0.00,"6,354",16-07-100-010-0000,0.00,0.00,"21,590.02","21,590.02","$17,385.42","$17,963.84","$19,331.78","$21,575.91","$21,590.02",27001,OAK PARK,60302
0,417 N MAPLE AVE,"58,000","2,328",OAK PARK,2-06,"$580,000",0.00,"7,358",16-07-100-011-0000,0.00,0.00,"20,948.65","20,948.65","$17,351.06","$16,447.99","$17,680.77","$19,784.03","$20,948.65",27001,OAK PARK,60302
0,411 N MAPLE AVE,"72,599","3,420",OAK PARK,2-78,"$725,990","1,219.10","7,300",16-07-100-012-0000,0.00,0.00,"25,002.40","26,221.50","$21,287.64","$20,478.00","$22,017.68","$24,624.26","$25,002.40",27001,OAK PARK,60302
0,1137  CHICAGO AVE,0,,OAK PARK,0-00,,,0,16-07-100-016-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,1135  CHICAGO AVE,0,,OAK PARK,0-00,,,0,16-07-100-017-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,1118  SUPERIOR ST,"30,103","1,430",OAK PARK,2-95,"$301,030","1,219.10","2,112",16-07-100-018-0000,0.00,0.00,"9,653.57","10,872.67","$6,997.47","$6,867.07","$7,370.27","$8,276.67","$9,653.57",27001,OAK PARK,60302
0,1120  SUPERIOR ST,"29,322","1,430",OAK PARK,2-95,"$293,220","1,219.10","1,399",16-07-100-019-0000,975.28,"2,698.11","5,698.07","10,590.57","$6,130.10","$6,263.71","$6,706.86","$7,572.41","$5,698.07",27001,OAK PARK,60302
0,1122  SUPERIOR ST,"30,170","1,430",OAK PARK,2-95,"$301,700","1,219.10","1,875",16-07-100-020-0000,975.28,0.00,"8,702.55","10,896.93","$6,408.35","$6,243.91","$6,685.65","$7,548.72","$8,702.55",27001,OAK PARK,60302
0,1137  CHICAGO AVE,"85,158",,OAK PARK,5-17,,0.00,"4,723",16-07-100-023-0000,0.00,0.00,"30,757.65","30,757.65","$26,898.42","$37,754.01","$40,629.03","$34,274.70","$30,757.65",27001,OAK PARK,60302
0,1139  CHICAGO AVE,"185,453",,OAK PARK,5-23,,0.00,"21,818",16-07-100-025-0000,0.00,0.00,"66,982.47","66,982.47","$52,070.31","$53,615.85","$57,698.97","$65,859.57","$66,982.47",27001,OAK PARK,60302
0,1137  CHICAGO AVE,"6,765",,OAK PARK,5-90,,0.00,"1,668",16-07-100-026-0000,0.00,0.00,"2,443.44","2,443.44","$1,964.07","$2,022.32","$2,176.29","$2,428.94","$2,443.44",27001,OAK PARK,60302
0,407 N MAPLE AVE,"70,044","2,925",OAK PARK,2-78,"$700,440","1,219.10","11,946",16-07-100-027-0000,0.00,0.00,"24,079.54","25,298.64","$8,028.65","$19,013.55","$20,441.68","$22,865.40","$24,079.54",27001,OAK PARK,60302
0,420 N MAPLE AVE,"31,863","1,332",OAK PARK,2-03,"$318,630","1,219.10","4,121",16-07-101-002-0000,0.00,0.00,"10,289.33","11,508.43","$10,248.95","$9,333.77","$10,024.82","$11,239.30","$10,289.33",27001,OAK PARK,60302
0,416 N MAPLE AVE,"35,445","1,344",OAK PARK,2-05,"$354,450",0.00,"4,121",16-07-101-003-0000,0.00,0.00,"12,802.13","12,802.13","$10,416.68","$10,072.88","$10,839.85","$12,098.19","$12,802.13",27001,OAK PARK,60302
0,412 N MAPLE AVE,"47,807","1,981",OAK PARK,2-05,"$478,070","1,219.10","4,254",16-07-101-004-0000,0.00,0.00,"16,047.99","17,267.09","$13,786.25","$13,256.81","$14,246.59","$15,951.16","$16,047.99",27001,OAK PARK,60302
0,408 N MAPLE AVE,"30,305","1,327",OAK PARK,2-03,"$303,050","1,219.10","4,153",16-07-101-005-0000,0.00,0.00,"9,726.59","10,945.69","$9,649.19","$8,083.88","$8,679.77","$9,738.03","$9,726.59",27001,OAK PARK,60302
0,404 N MAPLE AVE,"36,013","1,442",OAK PARK,2-03,"$360,130","1,219.10","4,254",16-07-101-006-0000,975.28,0.00,"10,812.93","13,007.31","$11,065.21","$9,469.89","$10,171.31","$11,402.69","$10,812.93",27001,OAK PARK,60302
0,400 N MAPLE AVE,"31,507","1,373",OAK PARK,2-05,"$315,070","1,219.10","4,283",16-07-101-007-0000,0.00,0.00,"10,160.71","11,379.81","$8,666.67","$9,383.32","$9,270.06","$10,396.91","$10,160.71",27001,OAK PARK,60302
0,1101  CHICAGO AVE,"227,699",,OAK PARK,3-18,,0.00,"12,960",16-07-101-008-0000,0.00,0.00,"82,240.97","82,240.97","$38,009.60","$41,693.52","$80,785.21","$90,163.07","$82,240.97",27001,OAK PARK,60302
0,419 N MARION ST,"6,738","3,859",OAK PARK,2-12,"$67,380",121.91,"3,600",16-07-101-010-0000,0.00,0.00,"2,311.78","2,433.69","$1,967.37","$2,268.98","$2,439.82","$2,728.16","$2,311.78",27001,OAK PARK,60302
0,417 N MARION ST,"53,239",,OAK PARK,5-17,,0.00,"3,600",16-07-101-011-0000,0.00,0.00,"19,228.99","19,228.99","$17,238.35","$17,750.01","$19,101.77","$19,037.42","$19,228.99",27001,OAK PARK,60302
0,415 N MARION ST,"45,157","3,121",OAK PARK,2-11,"$451,570","1,219.10","3,600",16-07-101-012-0000,0.00,0.00,"15,090.87","16,309.97","$12,992.12","$13,201.23","$14,186.73","$15,884.40","$15,090.87",27001,OAK PARK,60302
0,413 N MARION ST,"52,945","2,520",OAK PARK,2-06,"$529,450","1,219.10","3,647",16-07-101-013-0000,0.00,0.00,"17,903.70","19,122.80","$15,822.82","$13,992.36","$15,038.24","$16,834.61","$17,903.70",27001,OAK PARK,60302
0,411 N MARION ST,"31,784","1,250",OAK PARK,2-03,"$317,840","1,219.10","5,712",16-07-101-014-0000,975.28,0.00,"9,285.40","11,479.78","$8,926.33","$7,462.69","$7,543.92","$8,506.54","$9,285.40",27001,OAK PARK,60302
0,407 N MARION ST,"39,866","2,657",OAK PARK,2-11,"$398,660","1,219.10","5,040",16-07-101-015-0000,975.28,0.00,"12,204.53","14,398.91","$10,602.38","$11,404.54","$12,239.09","$13,746.92","$12,204.53",27001,OAK PARK,60302
0,403 N MARION ST,"12,525",,OAK PARK,2-99,"$125,250","1,219.10","10,944",16-07-101-017-1001,0.00,0.00,"3,304.74","4,523.84","$3,296.59","$3,132.16","$4,012.58","$2,849.06","$3,304.74",27001,OAK PARK,60302
0,403 N MARION ST,"14,228",,OAK PARK,2-99,"$142,280","1,219.10","10,944",16-07-101-017-1002,0.00,0.00,"3,919.77","5,138.87","$3,249.65","$2,614.74","$2,780.10","$4,912.73","$3,919.77",27001,OAK PARK,60302
0,403 N MARION ST,"12,525",,OAK PARK,2-99,"$125,250","1,219.10","10,944",16-07-101-017-1003,975.28,"1,028.31","1,301.15","4,523.84","$4,334.74","$2,739.92","$2,928.89","$2,601.67","$1,301.15",27001,OAK PARK,60302
0,403 N MARION ST,"13,663",,OAK PARK,2-99,"$136,630",0.00,"10,944",16-07-101-017-1004,0.00,0.00,"4,934.79","4,934.79","$5,904.19","$3,928.08","$4,227.18","$4,717.90","$4,934.79",27001,OAK PARK,60302
0,403 N MARION ST,"13,092",,OAK PARK,2-99,"$130,920","1,219.10","10,944",16-07-101-017-1005,0.00,0.00,"3,509.55","4,728.65","$4,569.71","$2,902.84","$3,104.17","$3,515.27","$3,509.55",27001,OAK PARK,60302
0,403 N MARION ST,"15,927",,OAK PARK,2-99,"$159,270",0.00,"10,944",16-07-101-017-1006,0.00,0.00,"5,752.57","5,752.57","$6,600.28","$4,578.78","$4,927.47","$5,499.54","$5,752.57",27001,OAK PARK,60302
0,403 N MARION ST,"13,115",,OAK PARK,2-99,"$131,150","1,219.10","10,944",16-07-101-017-1007,975.28,998.93,"1,543.62","4,736.93","$3,967.50","$2,294.68","$2,435.63","$2,805.41","$1,543.62",27001,OAK PARK,60302
0,403 N MARION ST,"15,954",,OAK PARK,2-99,"$159,540",0.00,"10,944",16-07-101-017-1008,0.00,0.00,"5,762.32","5,762.32","$4,899.90","$1,885.10","$2,650.77","$5,070.10","$5,762.32",27001,OAK PARK,60302
0,403 N MARION ST,"13,092",,OAK PARK,2-99,"$130,920","1,219.10","10,944",16-07-101-017-1009,684.52,"2,825.02",0.00,"4,728.65",$441.93,$444.50,$488.53,$519.04,$0.00,27001,OAK PARK,60302
0,403 N MARION ST,"15,927",,OAK PARK,2-99,"$159,270","1,219.10","10,944",16-07-101-017-1010,975.28,"1,307.48","2,250.70","5,752.57","$5,133.28","$3,103.26","$3,305.79","$3,512.25","$2,250.70",27001,OAK PARK,60302
0,403 N MARION ST,"13,115",,OAK PARK,2-99,"$131,150","1,219.10","10,944",16-07-101-017-1011,975.28,0.00,"2,542.55","4,736.93",$455.26,$457.90,$503.26,"$2,805.41","$2,542.55",27001,OAK PARK,60302
0,403 N MARION ST,"15,926",,OAK PARK,2-99,"$159,260","1,219.10","10,944",16-07-101-017-1012,975.28,"1,307.36","2,250.46","5,752.20","$5,743.92","$3,717.82","$3,981.22","$3,511.97","$2,250.46",27001,OAK PARK,60302
0,403 N MARION ST,"5,148",,OAK PARK,2-99,"$51,480",0.00,"10,944",16-07-101-017-1013,0.00,0.00,"1,859.37","1,859.37","$1,368.59",$619.10,"$1,592.49","$1,777.38","$1,859.37",27001,OAK PARK,60302
0,1117  CHICAGO AVE,"25,204",,OAK PARK,5-17,,0.00,"4,648",16-07-101-018-0000,0.00,0.00,"9,103.26","9,103.26","$11,032.45","$11,359.66","$12,224.63","$13,643.83","$9,103.26",27001,OAK PARK,60302
0,1115  CHICAGO AVE,"101,710",,OAK PARK,5-17,,0.00,"3,613",16-07-101-019-0000,0.00,0.00,"36,735.87","36,735.87","$26,240.35","$29,041.06","$33,104.98","$36,948.02","$36,735.87",27001,OAK PARK,60302
0,1037  CHICAGO AVE,"129,090",,OAK PARK,5-17,,0.00,"6,640",16-07-102-003-0000,0.00,0.00,"46,625.09","46,625.09","$31,703.21","$40,384.98","$43,460.21","$48,505.34","$46,625.09",27001,OAK PARK,60302
0,1035  CHICAGO AVE,"37,161",,OAK PARK,5-01,,0.00,"7,227",16-07-102-004-0000,0.00,0.00,"13,421.93","13,421.93","$9,869.98","$11,393.47","$12,261.12","$13,684.47","$13,421.93",27001,OAK PARK,60302
0,1023  CHICAGO AVE,"75,701","3,289",OAK PARK,2-06,"$757,010","1,219.10","9,150",16-07-102-007-0000,0.00,0.00,"26,122.75","27,341.85","$22,380.80","$22,424.95","$24,112.90","$26,962.74","$26,122.75",27001,OAK PARK,60302
0,1019  CHICAGO AVE,"71,251","2,030",OAK PARK,2-05,"$712,510",0.00,"9,150",16-07-102-008-0000,0.00,0.00,"25,734.59","25,734.59","$10,506.78","$14,044.37","$18,742.16","$20,917.88","$25,734.59",27001,OAK PARK,60302
0,1015  CHICAGO AVE,"25,568",938,OAK PARK,2-02,"$255,680","1,219.10","3,400",16-07-102-009-0000,975.28,0.00,"7,040.30","9,234.68","$7,801.26","$7,743.16","$8,298.95","$9,349.36","$7,040.30",27001,OAK PARK,60302
0,423  FOREST AVE,875,,OAK PARK,2-41,"$8,750",0.00,"2,500",16-07-102-010-0000,0.00,0.00,315.99,315.99,$244.13,$251.33,$270.42,$301.81,$315.99,27001,OAK PARK,60302
0,419  FOREST AVE,"1,181",,OAK PARK,2-41,"$11,810",0.00,"3,375",16-07-102-011-0000,0.00,0.00,426.56,426.56,$329.34,$339.12,$365.01,$407.34,$426.56,27001,OAK PARK,60302
0,408 N MARION ST,"48,425","2,200",OAK PARK,2-04,"$484,250","1,219.10","7,605",16-07-102-013-0000,0.00,0.00,"16,271.21","17,490.31","$14,520.12","$12,916.09","$13,879.82","$15,541.82","$16,271.21",27001,OAK PARK,60302
0,1036  SUPERIOR ST,"37,821","1,920",OAK PARK,2-05,"$378,210","1,219.10","7,686",16-07-102-016-0000,0.00,0.00,"12,441.16","13,660.26","$11,205.07","$10,631.61","$11,421.49","$12,798.15","$12,441.16",27001,OAK PARK,60302
0,1032  SUPERIOR ST,"48,510","2,265",OAK PARK,2-06,"$485,100","1,219.10","4,758",16-07-102-017-0000,0.00,0.00,"16,301.93","17,521.03","$13,224.15","$12,911.29","$13,874.82","$15,536.22","$16,301.93",27001,OAK PARK,60302
0,1030  SUPERIOR ST,"85,587","3,771",OAK PARK,2-06,"$855,870","1,219.10","7,686",16-07-102-018-0000,0.00,0.00,"29,693.50","30,912.60","$23,847.31","$27,545.62","$29,623.50","$33,112.99","$29,693.50",27001,OAK PARK,60302
0,1024  SUPERIOR ST,"61,118","2,352",OAK PARK,2-06,"$611,180",0.00,"9,150",16-07-102-019-0000,0.00,0.00,"22,074.73","22,074.73","$18,281.88","$19,209.43","$20,672.23","$23,072.01","$22,074.73",27001,OAK PARK,60302
0,1020  SUPERIOR ST,"66,000","3,427",OAK PARK,2-06,"$660,000","1,219.10","9,150",16-07-102-020-0000,0.00,0.00,"22,618.94","23,838.04","$20,666.97","$20,641.30","$22,855.01","$25,558.82","$22,618.94",27001,OAK PARK,60302
0,1016  SUPERIOR ST,"89,520","3,356",OAK PARK,2-06,"$895,200",0.00,"9,987",16-07-102-021-0000,0.00,0.00,"32,333.09","32,333.09","$24,669.56","$24,049.50","$25,861.20","$24,956.79","$32,333.09",27001,OAK PARK,60302
0,429  FOREST AVE,"72,784","4,030",OAK PARK,2-11,"$727,840",0.00,"11,542",16-07-102-022-0000,0.00,0.00,"26,288.31","26,288.31","$17,484.07","$20,001.90","$21,525.10","$24,023.81","$26,288.31",27001,OAK PARK,60302
0,423  FOREST AVE,"80,784","2,834",OAK PARK,2-06,"$807,840","1,219.10","8,550",16-07-102-023-0000,0.00,0.00,"27,958.72","29,177.82","$24,663.45","$23,133.94","$24,875.90","$27,814.32","$27,958.72",27001,OAK PARK,60302
0,419  FOREST AVE,"80,840","3,376",OAK PARK,2-06,"$808,400","1,219.10","11,542",16-07-102-024-0000,0.00,0.00,"27,978.95","29,198.05","$23,785.69","$23,714.07","$25,500.11","$28,511.11","$27,978.95",27001,OAK PARK,60302
0,417  FOREST AVE,"2,436",,OAK PARK,2-41,"$24,360",0.00,"2,565",16-07-102-025-0000,0.00,0.00,879.82,879.82,$667.85,$687.59,$740.03,$825.87,$879.82,27001,OAK PARK,60302
0,415  FOREST AVE,"74,050","3,470",OAK PARK,2-06,"$740,500","1,219.10","5,985",16-07-102-026-0000,0.00,0.00,"25,526.49","26,745.59","$23,022.85","$23,003.36","$24,735.35","$25,013.93","$25,526.49",27001,OAK PARK,60302
0,411  FOREST AVE,"82,728","3,656",OAK PARK,2-06,"$827,280","1,219.10","11,115",16-07-102-027-0000,0.00,0.00,"28,660.80","29,879.90","$23,420.90","$24,539.13","$26,387.98","$29,501.96","$28,660.80",27001,OAK PARK,60302
0,401  FOREST AVE,"78,824","4,919",OAK PARK,2-11,"$788,240","1,219.10","13,212",16-07-102-028-0000,975.28,0.00,"26,275.51","28,469.89","$21,366.12","$22,842.40","$24,562.24","$27,464.27","$26,275.51",27001,OAK PARK,60302
0,1045  CHICAGO AVE,"93,739",,OAK PARK,5-17,,0.00,"8,433",16-07-102-029-0000,0.00,0.00,"33,856.97","33,856.97","$30,287.56","$31,186.71","$33,561.61","$37,457.58","$33,856.97",27001,OAK PARK,60302
0,1041  CHICAGO AVE,"32,375","2,490",OAK PARK,2-11,"$323,750",0.00,"4,191",16-07-102-030-0000,0.00,0.00,"11,693.24","11,693.24","$11,880.87","$10,256.83","$11,037.83","$12,319.16","$11,693.24",27001,OAK PARK,60302
0,420 N MARION ST,"63,500","4,258",OAK PARK,2-11,"$635,000",0.00,"8,125",16-07-102-031-0000,0.00,0.00,"22,935.05","22,935.05","$15,415.97","$16,899.75","$18,167.01","$20,326.62","$22,935.05",27001,OAK PARK,60302
0,404 N MARION ST,"54,023","3,171",OAK PARK,2-11,"$540,230",0.00,"6,188",16-07-102-032-0000,0.00,0.00,"19,512.18","19,512.18","$12,869.87","$15,765.93","$16,966.56","$18,936.05","$19,512.18",27001,OAK PARK,60302
0,400 N MARION ST,"70,033","3,518",OAK PARK,2-11,"$700,330",0.00,"5,712",16-07-102-033-0000,0.00,0.00,"25,294.74","25,294.74","$15,443.23","$16,220.02","$17,455.09","$19,481.37","$25,294.74",27001,OAK PARK,60302
0,412 N MARION ST,"20,449",,OAK PARK,2-99,"$204,490","1,219.10","9,240",16-07-102-035-1001,0.00,0.00,"6,166.70","7,385.80","$5,687.56","$4,913.48","$5,267.89","$5,930.14","$6,166.70",27001,OAK PARK,60302
0,412 N MARION ST,"20,449",,OAK PARK,2-99,"$204,490","1,219.10","9,240",16-07-102-035-1002,975.28,0.00,"5,191.42","7,385.80","$5,076.31","$4,513.49","$4,823.28","$5,470.25","$5,191.42",27001,OAK PARK,60302
0,412 N MARION ST,"16,360",,OAK PARK,2-99,"$163,600","1,219.10","9,240",16-07-102-035-1003,0.00,0.00,"4,689.88","5,908.98","$5,460.05","$5,128.54","$5,499.39","$6,188.59","$4,689.88",27001,OAK PARK,60302
0,412 N MARION ST,"20,777",,OAK PARK,2-99,"$207,770","1,219.10","9,240",16-07-102-035-1004,975.28,0.00,"5,309.91","7,504.29","$5,181.44","$4,391.52","$4,692.06","$5,323.66","$5,309.91",27001,OAK PARK,60302
0,412 N MARION ST,"20,777",,OAK PARK,2-99,"$207,770","1,219.10","9,240",16-07-102-035-1005,0.00,0.00,"6,285.19","7,504.29","$5,792.69","$5,006.32","$5,367.76","$6,041.56","$6,285.19",27001,OAK PARK,60302
0,412 N MARION ST,"16,621",,OAK PARK,2-99,"$166,210","1,219.10","9,240",16-07-102-035-1006,0.00,0.00,"4,784.11","6,003.21","$5,792.69","$5,338.31","$5,725.21","$6,440.42","$4,784.11",27001,OAK PARK,60302
0,412 N MARION ST,"20,777",,OAK PARK,2-99,"$207,770","1,219.10","9,240",16-07-102-035-1007,975.28,0.00,"5,309.91","7,504.29","$4,848.80","$4,391.52","$4,692.06","$5,323.66","$5,309.91",27001,OAK PARK,60302
