,taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin
0,$455.94,$585.09,$563.13,$550.79,$620.98,0.00,0.00,0.00,455.94,455.94,"$12,510","1,251","5,478",,2-99,27001,1011 W SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-302-040-1015
0,$455.94,$585.09,$563.13,$550.79,$616.68,0.00,0.00,0.00,455.94,455.94,"$12,510","1,251","5,478",,2-99,27001,1011 W SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-302-040-1016
0,$455.94,$585.09,$563.13,$550.79,$620.98,0.00,0.00,0.00,455.94,455.94,"$12,510","1,251","5,478",,2-99,27001,1011 W SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-302-040-1017
0,$455.94,$585.09,$563.13,$550.79,$620.98,0.00,0.00,0.00,455.94,455.94,"$12,510","1,251","5,478",,2-99,27001,1011 W SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-302-040-1018
0,$455.94,$585.09,$563.13,$550.79,$620.98,0.00,0.00,0.00,455.94,455.94,"$12,510","1,251","5,478",,2-99,27001,1011 W SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-302-040-1019
0,$0.00,$0.00,"$1,562.79","$1,528.51",,0.00,0.00,0.00,0.00,0.00,,1,"2,919",,1-00,27001,1011 W SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-302-041-0000
0,"$17,396.45","$20,465.45","$19,698.31","$19,266.53",,0.00,0.00,0.00,"17,396.45","17,396.45","$476,550","47,655",905,"2,186",2-95,27001,101  HOME AVE,OAK PARK,60302,OAK PARK,16-07-302-042-0000
0,"$14,882.30","$15,961.94","$16,810.47","$16,463.70",,"1,132.50",0.00,0.00,"16,014.80","14,882.30","$438,710","43,871",836,"2,006",2-95,27001,103  HOME AVE,OAK PARK,60302,OAK PARK,16-07-302-043-0000
0,"$14,879.35","$16,042.20","$15,438.61","$16,527.22",,"1,132.50",0.00,0.00,"16,011.85","14,879.35","$438,630","43,863",826,"2,014",2-95,27001,105  HOME AVE,OAK PARK,60302,OAK PARK,16-07-302-044-0000
0,"$14,846.85","$15,961.94","$15,361.35","$16,453.22",,"1,132.50",0.00,0.00,"15,979.35","14,846.85","$437,740","43,774",816,"2,006",2-95,27001,107  HOME AVE,OAK PARK,60302,OAK PARK,16-07-302-045-0000
0,"$18,540.38","$18,194.03","$18,563.42","$18,178.24",,"1,132.50",0.00,0.00,"19,672.88","18,540.38","$538,910","53,891","1,057","2,192",2-95,27001,109  HOME AVE,OAK PARK,60302,OAK PARK,16-07-302-046-0000
0,"$19,511.62","$19,288.29","$18,563.04","$18,177.88",,0.00,0.00,0.00,"19,511.62","19,511.62","$534,500","53,450","1,056","2,192",2-95,27001,113  HOME AVE,OAK PARK,60302,OAK PARK,16-07-302-047-0000
0,"$23,975.59","$23,054.62","$22,188.19","$21,723.63",,"1,132.50",0.00,0.00,"25,108.09","23,975.59","$687,810","68,781","1,063","2,604",2-95,27001,115  HOME AVE,OAK PARK,60302,OAK PARK,16-07-302-048-0000
0,"$11,177.89","$13,098.06","$12,607.09","$12,330.83","$12,128.49",0.00,0.00,0.00,"11,177.89","11,177.89","$306,210","30,621","3,336","1,891",2-10,27001,100  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-001-0000
0,"$11,959.77","$12,194.57","$11,737.47","$11,480.14","$10,240.41",0.00,0.00,0.00,"11,959.77","11,959.77","$327,630","32,763","2,611","2,088",2-10,27001,102  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-002-0000
0,"$11,323.87","$11,586.84","$11,152.52","$10,908.14","$10,918.97",0.00,0.00,0.00,"11,323.87","11,323.87","$310,200","31,020","2,625","2,384",2-11,27001,104  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-003-0000
0,"$13,031.45","$12,955.96","$12,468.18","$12,216.48","$11,444.19","1,132.50",0.00,0.00,"14,163.95","13,031.45","$388,010","38,801","2,626","2,600",2-10,27001,106  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-004-0000
0,"$11,748.33","$11,504.61","$11,382.77","$11,155.01","$9,636.23","1,132.50",0.00,0.00,"12,880.83","11,748.33","$352,860","35,286","2,643","2,216",2-10,27001,108  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-005-0000
0,"$12,378.11","$13,543.95","$13,036.26","$12,750.44","$12,384.06",0.00,0.00,0.00,"12,378.11","12,378.11","$342,380","34,238","3,120","2,252",2-10,27001,110  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-006-0000
0,"$44,077.24","$45,385.99","$43,684.75","$45,637.98","$42,456.75",0.00,0.00,0.00,"44,077.24","44,077.24",,"120,745","10,427",,3-15,27001,112  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-007-0000
0,"$17,010.60","$19,279.61","$18,556.95","$18,150.20","$18,678.47",0.00,0.00,0.00,"17,010.60","17,010.60","$465,990","46,599","9,010","2,938",2-11,27001,118  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-008-0000
0,"$13,545.38","$13,365.80","$12,862.46","$13,671.35","$13,776.21","1,132.50",0.00,0.00,"14,677.88","13,545.38","$402,100","40,210","5,100","3,252",2-11,27001,947  SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-303-009-0000
0,$583.01,$569.70,$548.42,$536.40,$529.67,0.00,0.00,0.00,583.01,583.01,"$15,980","1,598","2,250",,2-90,27001,947  SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-303-010-0000
0,"$13,304.61","$8,458.11","$8,141.11","$7,962.67","$8,120.17",0.00,0.00,0.00,"13,304.61","13,304.61",,"36,447","13,860",,3-90,27001,941  SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-303-011-0000
0,"$50,268.50","$41,568.62","$40,010.38","$39,133.48","$32,431.71",0.00,0.00,0.00,"50,268.50","50,268.50",,"137,703","12,312",,3-14,27001,935  SOUTH BLVD,OAK PARK,60302,OAK PARK,16-07-303-012-0000
0,"$20,072.54","$19,436.70","$18,705.89","$18,997.72","$18,207.95","1,132.50",0.00,0.00,"21,205.04","20,072.54","$580,890","58,089","9,860","3,116",2-06,27001,117  CLINTON AVE,OAK PARK,60302,OAK PARK,16-07-303-014-0000
0,"$3,390.93","$1,922.24","$1,846.19","$2,392.29","$2,626.65","1,132.50",0.00,906.00,"5,429.43","3,390.93","$148,750","14,875","63,323",,2-99,27001,122  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1001
0,"$5,475.75","$3,011.24","$2,896.09","$2,854.28","$3,381.17",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,122  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1002
0,"$5,522.07","$4,363.78","$4,200.21","$4,108.12","$4,423.70",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,122  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1003
0,"$5,568.84","$3,084.53","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,124  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1004
0,"$5,615.16","$4,437.07","$4,270.74","$4,177.12","$3,493.16",0.00,0.00,0.00,"5,615.16","5,615.16","$153,830","15,383","63,323",,2-99,27001,124  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1005
0,"$5,615.16","$3,121.37","$3,002.14","$2,958.02","$3,493.16",0.00,0.00,0.00,"5,615.16","5,615.16","$153,830","15,383","63,323",,2-99,27001,124  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1006
0,"$3,530.34","$1,522.92","$1,468.40","$1,411.11","$2,523.42","1,132.50",0.00,906.00,"5,568.84","3,530.34","$152,560","15,256","63,323",,2-99,27001,128  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1007
0,"$5,615.16","$4,437.07","$4,270.74","$4,177.12","$4,498.22",0.00,0.00,0.00,"5,615.16","5,615.16","$153,830","15,383","63,323",,2-99,27001,128  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1008
0,"$5,615.16","$3,121.37","$3,002.14","$2,958.02","$3,493.16",0.00,0.00,0.00,"5,615.16","5,615.16","$153,830","15,383","63,323",,2-99,27001,128  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1009
0,"$5,568.84","$3,084.53","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,130  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1010
0,"$5,615.16","$3,121.37","$3,002.14","$2,958.02","$3,493.16",0.00,0.00,0.00,"5,615.16","5,615.16","$153,830","15,383","63,323",,2-99,27001,130  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1011
0,"$5,615.16","$4,437.07","$4,270.74","$4,177.12","$4,498.22",0.00,0.00,0.00,"5,615.16","5,615.16","$153,830","15,383","63,323",,2-99,27001,130  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1012
0,"$2,227.17",$444.18,$425.23,$437.66,$779.21,0.00,0.00,0.00,"2,227.17","2,227.17","$61,030","6,103","63,323",,2-99,27001,130  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1013
0,"$2,088.10","$1,650.15","$1,588.29","$1,553.50","$1,672.71",0.00,0.00,0.00,"2,088.10","2,088.10","$57,210","5,721","63,323",,2-99,27001,130  HOME AVE,OAK PARK,60302,OAK PARK,16-07-303-016-1014
0,"$5,568.84","$3,084.53","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,954  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1015
0,"$5,615.16","$4,437.07","$4,270.74","$4,177.12","$4,498.22",0.00,0.00,0.00,"5,615.16","5,615.16","$153,830","15,383","63,323",,2-99,27001,954  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1016
0,"$5,615.16","$3,121.37","$3,002.14","$2,958.02","$3,493.16",0.00,0.00,0.00,"5,615.16","5,615.16","$153,830","15,383","63,323",,2-99,27001,954  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1017
0,"$8,492.50","$6,710.60","$6,459.08","$3,879.30","$4,792.99",0.00,0.00,0.00,"8,492.50","8,492.50","$232,650","23,265","63,323",,2-99,27001,954  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1018
0,"$6,499.98","$4,379.18","$4,210.99","$4,157.74","$5,117.19","1,132.50",0.00,906.00,"8,538.48","6,499.98","$233,910","23,391","63,323",,2-99,27001,954  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1019
0,"$8,631.58","$5,505.02","$5,296.41","$5,202.02","$5,909.61",0.00,0.00,0.00,"8,631.58","8,631.58","$236,470","23,647","63,323",,2-99,27001,954  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1020
0,"$2,413.02","$1,906.84","$1,835.28","$1,795.12","$1,932.73",0.00,0.00,0.00,"2,413.02","2,413.02","$66,120","6,612","63,323",,2-99,27001,954  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1021
0,"$8,492.50","$5,394.90","$5,190.48","$5,098.40","$5,798.05",0.00,0.00,0.00,"8,492.50","8,492.50","$232,650","23,265","63,323",,2-99,27001,952  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1022
0,"$8,538.48","$6,747.44","$6,494.47","$6,352.12","$6,840.15",0.00,0.00,0.00,"8,538.48","8,538.48","$233,910","23,391","63,323",,2-99,27001,952  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1023
0,"$8,631.58","$6,820.72","$5,296.41","$5,202.02","$5,909.61",0.00,0.00,0.00,"8,631.58","8,631.58","$236,470","23,647","63,323",,2-99,27001,952  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1024
0,"$5,475.75","$3,011.24","$2,896.09","$2,854.28","$3,381.17",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,952  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1025
0,"$5,522.07","$3,048.08","$2,931.61","$2,889.02","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,952  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1026
0,"$5,568.84","$3,084.53","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,952  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1027
0,"$3,897.95","$3,080.45","$2,964.97",$705.62,"$1,399.47",0.00,0.00,0.00,"3,897.95","3,897.95","$106,780","10,678","63,323",,2-99,27001,950  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1028
0,"$5,475.75","$4,326.94","$4,164.69","$4,073.38","$4,386.23",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,950  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1029
0,"$5,522.07","$3,048.08","$2,931.61","$2,889.02","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,950  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1030
0,"$5,568.84","$3,084.53","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,950  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1031
0,"$5,475.75","$4,326.94","$4,164.69","$4,073.38","$4,386.23",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,948  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1032
0,"$5,522.07","$3,048.08","$2,931.61","$2,889.02","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,948  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1033
0,"$5,568.84","$4,400.23","$4,235.22","$4,142.38","$4,460.74",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,948  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1034
0,"$5,475.75","$3,011.24","$2,896.09","$2,854.28","$3,381.17",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,946  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1035
0,"$5,522.07","$3,048.08","$2,931.61","$2,889.02","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,946  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1036
0,"$5,568.84","$3,084.53","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,946  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1037
0,"$5,475.75","$4,326.94","$4,164.69","$4,073.38","$4,386.23",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,944  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1038
0,"$5,522.07","$4,363.78","$4,200.21","$4,108.12","$4,423.70",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,944  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1039
0,"$5,568.84","$4,400.23","$4,235.22","$4,142.38","$4,460.74",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,944  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1040
0,"$5,475.75","$3,011.24","$2,896.09","$2,854.28","$3,381.17",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,944  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1041
0,"$5,522.07","$3,048.08","$2,931.61","$2,889.02","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,942  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1042
0,"$5,568.84","$4,400.23","$4,235.22","$4,142.38","$4,460.74",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,942  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1043
0,"$5,475.75","$4,326.94","$4,164.69","$4,073.38","$4,386.23",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,940  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1044
0,"$5,522.07","$3,048.08","$2,931.61","$2,889.02","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,940  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1045
0,"$5,568.84","$3,084.53","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,940  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1046
0,"$5,475.75","$4,326.94","$4,164.69","$4,073.38","$4,386.23",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,938  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1047
0,"$5,522.07","$3,048.08","$2,931.61","$2,889.02","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,938  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1048
0,"$5,568.84","$4,400.23","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,938  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1049
0,"$5,475.75","$3,011.24","$2,896.09","$2,854.28","$3,381.17",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,936  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1050
0,"$5,522.07","$3,048.08","$2,931.61","$2,889.02","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,936  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1051
0,"$5,568.84","$4,400.23","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,936  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1052
0,"$3,897.95","$1,764.75","$1,696.37","$1,680.90","$2,117.37",0.00,0.00,0.00,"3,897.95","3,897.95","$106,780","10,678","63,323",,2-99,27001,934  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1053
0,"$5,475.75","$4,326.94","$4,164.69","$4,073.38","$3,381.17",0.00,0.00,0.00,"5,475.75","5,475.75","$150,020","15,002","63,323",,2-99,27001,934  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1054
0,"$5,522.07","$4,363.78","$4,200.21","$4,108.12","$3,418.64",0.00,0.00,0.00,"5,522.07","5,522.07","$151,280","15,128","63,323",,2-99,27001,934  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1055
0,"$5,568.84","$3,084.53","$2,966.62","$2,923.28","$3,455.68",0.00,0.00,0.00,"5,568.84","5,568.84","$152,560","15,256","63,323",,2-99,27001,934  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1056
0,"$8,492.50","$5,394.90","$5,190.48","$5,098.40","$5,798.05",0.00,0.00,0.00,"8,492.50","8,492.50","$232,650","23,265","63,323",,2-99,27001,934  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1057
0,"$8,538.48","$6,747.44","$6,494.47","$6,352.12","$6,840.15",0.00,0.00,0.00,"8,538.48","8,538.48","$233,910","23,391","63,323",,2-99,27001,934  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1058
0,"$8,631.58","$6,820.72","$6,565.01","$6,421.12","$6,914.67",0.00,0.00,0.00,"8,631.58","8,631.58","$236,470","23,647","63,323",,2-99,27001,934  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-303-016-1059
