,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-06-318-036-0000,617  BELLEFORTE AVE,OAK PARK,Oak Park,204,"7,450",20,27001,"$8,381","$37,217","$45,598","$8,381","$37,217","$45,598","$455,980","$455,980","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Frame/Masonry,2,0,Partial and Rec Room,Partial and Living Area,Yes,0,2 car detached,122,"2,063",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-037-0000,615  BELLEFORTE AVE,OAK PARK,Oak Park,206,"7,450",20,27001,"$8,381","$49,642","$58,023","$8,381","$49,641","$58,022","$580,230","$580,220","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Stucco,2,1,Partial and Rec Room,Full and Unfinished,Yes,1,2 car detached,97,"2,574",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-038-0000,611  BELLEFORTE AVE,OAK PARK,Oak Park,204,"7,450",20,27001,"$8,381","$34,399","$42,780","$8,381","$34,398","$42,779","$427,800","$427,790","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Frame/Masonry,1,1,Full and Unfinished,Partial and Living Area,Yes,1,2 car detached,97,"1,974",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-039-0000,607  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,450",20,27001,"$8,381","$33,398","$41,779","$8,381","$33,398","$41,779","$417,790","$417,790","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,2,0,Full and Unfinished,None,No,0,2 car detached,98,"1,778",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-06-318-040-0000,605  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,450",20,27001,"$8,381","$36,224","$44,605","$8,381","$36,224","$44,605","$446,050","$446,050","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,1,1,Full and Unfinished,None,Yes,1,2 car detached,107,"1,739",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-041-0000,551  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,450",20,27001,"$8,381","$39,406","$47,787","$8,381","$35,431","$43,812","$477,870","$438,120","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,0,Full and Unfinished,None,Yes,1,2 car detached,97,"1,776",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-042-0000,547  BELLEFORTE AVE,OAK PARK,Oak Park,206,"7,450",20,27001,"$8,381","$46,979","$55,360","$8,381","$46,979","$55,360","$553,600","$553,600","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Stucco,3,1,Full and Unfinished,Full and Unfinished,Yes,1,2 car detached,107,"2,436",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-043-0000,543  BELLEFORTE AVE,OAK PARK,Oak Park,204,"7,450",20,27001,"$8,381","$33,467","$41,848","$8,381","$33,466","$41,847","$418,480","$418,470","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Stucco,2,1,Full and Unfinished,Full and Living Area,No,1,2 car detached,95,"1,819",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-044-0000,539 1  BELLEFORTE AVE,OAK PARK,Oak Park,211,"7,450",20,27001,"$8,381","$35,934","$44,315","$8,381","$35,934","$44,315","$443,150","$443,150","Two to six apartments, over 62 years",Two Story,Multi Family,2,Frame,3,0,Full and Unfinished,Full and Unfinished,Yes,2,None,117,"2,860",2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-06-318-045-0000,537  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,450",20,27001,"$8,381","$59,221","$67,602","$8,381","$50,871","$59,252","$676,020","$592,520","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Partial and Unfinished,Yes,0,None,131,"2,080",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-046-0000,531  BELLEFORTE AVE,OAK PARK,Oak Park,211,"7,450",20,27001,"$8,381","$27,912","$36,293","$8,381","$27,911","$36,292","$362,930","$362,920","Two to six apartments, over 62 years",Two Story,Multi Family,2,Frame,2,0,Full and Unfinished,Partial and Unfinished,Yes,0,2 car detached,132,"2,253",2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-047-0000,527  BELLEFORTE AVE,OAK PARK,Oak Park,206,"7,450",20,27001,"$8,381","$31,083","$39,464","$8,381","$31,083","$39,464","$394,640","$394,640","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,3,1,Full and Rec Room,Partial and Unfinished,Yes,1,2 car detached,120,"2,638",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-06-318-048-0000,523  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,450",20,27001,"$8,381","$36,574","$44,955","$8,381","$36,574","$44,955","$449,550","$449,550","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,Full and Unfinished,Yes,0,None,132,"1,984",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-318-053-0000,1040  CHICAGO AVE,OAK PARK,Oak Park,315,"13,623",20,27001,"$34,058","$114,137","$148,195","$34,058","$61,289","$95,347","$1,481,950","$953,470","Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance",**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-06-318-054-0000,1030  CHICAGO AVE,OAK PARK,Oak Park,315,"14,440",20,27001,"$36,100","$60,191","$96,291","$36,100","$60,191","$96,291","$962,910","$962,910","Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance",**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-06-318-055-0000,519  BELLEFORTE AVE,OAK PARK,Oak Park,211,"6,438",20,27001,"$7,243","$40,400","$47,643","$7,242","$40,399","$47,641","$476,430","$476,410","Two to six apartments, over 62 years",Two Story,Multi Family,2,Frame,2,0,Full and Unfinished,Full and Unfinished,Yes,0,2 car detached,132,"2,950",2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-06-318-056-0000,519  FOREST AVE,OAK PARK,Oak Park,390,"1,650",20,27001,"$4,125",$148,"$4,273","$4,125",$148,"$4,273","$42,730","$42,730",Other minor improvements,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-06-318-057-0000,1038  CHICAGO AVE,OAK PARK,Oak Park,390,"1,584",20,27001,"$3,960",$149,"$4,109","$3,960",$149,"$4,109","$41,090","$41,090",Other minor improvements,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-06-319-001-0000,644  BELLEFORTE AVE,OAK PARK,Oak Park,205,"5,960",20,27001,"$6,705","$26,842","$33,547","$6,705","$26,842","$33,547","$335,470","$335,470","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame/Masonry,1,1,Full and Unfinished,None,No,0,2.5 car detached,97,"1,616",Assessor Valuation,2020,Yes,N/A,N/A,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-06-319-002-0000,642  BELLEFORTE AVE,OAK PARK,Oak Park,206,"5,513",20,27001,"$6,202","$43,382","$49,584","$6,202","$43,382","$49,584","$495,840","$495,840","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Stucco,3,1,Full and Rec Room,None,Yes,1,2 car detached,96,"2,235",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-003-0000,640  BELLEFORTE AVE,OAK PARK,Oak Park,205,"5,215",20,27001,"$5,867","$38,257","$44,124","$5,866","$38,257","$44,123","$441,240","$441,230","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,1,Full and Unfinished,None,Yes,1,2 car detached,97,"1,595",Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $2,451.01",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $2,341.07",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,421.71"
0,16-06-319-004-0000,638  BELLEFORTE AVE,OAK PARK,Oak Park,288,"2,682",20,27001,"$2,749","$3,443","$6,192","$2,749",,"$2,749","$61,920","$27,490",Home improvement exemption,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-06-319-005-0000,636  BELLEFORTE AVE,OAK PARK,Oak Park,205,"2,960",20,27001,"$3,330","$35,720","$39,050","$3,330","$35,720","$39,050","$390,500","$390,500","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,1,Full and Unfinished,None,No,1,1.5 car detached,97,"1,344",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-006-0000,634  BELLEFORTE AVE,OAK PARK,Oak Park,203,"7,400",20,27001,"$8,325","$28,136","$36,461","$8,325","$28,135","$36,460","$364,610","$364,600","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Stucco,1,1,None,Full and Living Area,No,1,2 car detached,99,"1,434",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-06-319-007-0000,630  BELLEFORTE AVE,OAK PARK,Oak Park,203,"5,425",20,27001,"$6,103","$25,652","$31,755","$6,103","$25,652","$31,755","$317,550","$317,550","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Stucco,1,0,Full and Unfinished,Full and Unfinished,No,0,2 car detached,99,"1,079",Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $2,632.45",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $2,519.05",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $2,607.53"
0,16-06-319-008-0000,626  BELLEFORTE AVE,OAK PARK,Oak Park,203,"5,425",20,27001,"$6,103","$32,857","$38,960","$6,103","$32,857","$38,960","$389,600","$389,600","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Stucco,2,1,Full and Rec Room,Full and Living Area,No,0,2 car detached,102,"1,744",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-009-0000,624  BELLEFORTE AVE,OAK PARK,Oak Park,203,"5,425",20,27001,"$6,103","$27,953","$34,056","$6,103","$27,952","$34,055","$340,560","$340,550","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Stucco,1,0,Full and Unfinished,Full and Unfinished,No,1,3 car detached,96,"1,302",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-010-0000,622  BELLEFORTE AVE,OAK PARK,Oak Park,203,"5,920",20,27001,"$6,660","$20,502","$27,162","$6,660","$20,501","$27,161","$271,620","$271,610","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Stucco,1,0,Full and Rec Room,Full and Unfinished,No,1,1 car detached,102,"1,151",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-06-319-011-0000,618  BELLEFORTE AVE,OAK PARK,Oak Park,206,"7,400",20,27001,"$8,325","$49,128","$57,453","$8,325","$49,128","$57,453","$574,530","$574,530","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Stucco,2,1,Full and Unfinished,Full and Unfinished,Yes,1,2.5 car detached,104,"2,543",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-012-0000,614  BELLEFORTE AVE,OAK PARK,Oak Park,203,"5,550",20,27001,"$6,244","$24,143","$30,387","$6,244","$24,143","$30,387","$303,870","$303,870","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Stucco,1,1,Full and Rec Room,Full and Unfinished,Yes,1,2 car detached,104,"1,134",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-06-319-013-0000,612  BELLEFORTE AVE,OAK PARK,Oak Park,205,"4,440",20,27001,"$4,995","$34,677","$39,672","$4,995","$34,677","$39,672","$396,720","$396,720","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,1,1,Full and Rec Room,None,Yes,0,2 car detached,105,"1,709",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-06-319-014-0000,608  BELLEFORTE AVE,OAK PARK,Oak Park,205,"6,660",20,27001,"$7,493","$32,609","$40,102","$7,493","$32,609","$40,102","$401,020","$401,020","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,1,1,Full and Unfinished,None,No,0,1.5 car detached,107,"1,680",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-016-0000,602  BELLEFORTE AVE,OAK PARK,Oak Park,205,"5,550",20,27001,"$6,244","$41,332","$47,576","$6,243","$41,332","$47,575","$475,760","$475,750","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,0,Full and Unfinished,None,Yes,1,2 car detached,107,"2,014",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-017-0000,600  BELLEFORTE AVE,OAK PARK,Oak Park,205,"5,550",20,27001,"$6,244","$38,485","$44,729","$6,243","$38,485","$44,728","$447,290","$447,280","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,1,2,Full and Rec Room,Full and Unfinished,No,0,None,104,"1,976",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-019-0000,544  BELLEFORTE AVE,OAK PARK,Oak Park,205,"5,550",20,27001,"$6,244","$38,706","$44,950","$6,244","$38,706","$44,950","$449,500","$449,500","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,2,1,Full and Unfinished,None,No,0,2.5 car detached,88,"2,122",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-020-0000,542  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,400",20,27001,"$8,325","$35,377","$43,702","$8,325","$35,377","$43,702","$437,020","$437,020","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,0,Full and Unfinished,None,No,1,2 car detached,106,"1,806",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-021-0000,538  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,400",20,27001,"$8,325","$34,925","$43,250","$8,325","$34,925","$43,250","$432,500","$432,500","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,1,Partial and Unfinished,None,No,1,1 car detached,99,"1,672",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-022-0000,534  BELLEFORTE AVE,OAK PARK,Oak Park,206,"7,400",20,27001,"$8,325","$45,821","$54,146","$8,325","$45,821","$54,146","$541,460","$541,460","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,None,Yes,1,1 car detached,99,"2,339",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-06-319-023-0000,530  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,400",20,27001,"$8,325","$37,145","$45,470","$8,325","$37,145","$45,470","$454,700","$454,700","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,Full and Unfinished,Yes,0,2.5 car detached,117,"1,768",Assessor Valuation,2019,Yes,Yes,Yes,2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $13,138.76",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $12,947.32",2016,"Yes | $1,005.06",Yes | $717.90,"Yes | $11,680.80"
0,16-06-319-024-0000,526  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,400",20,27001,"$8,325","$39,830","$48,155","$8,325","$39,829","$48,154","$481,550","$481,540","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Full and Unfinished,No,1,2 car detached,127,"1,828",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-06-319-025-0000,522  BELLEFORTE AVE,OAK PARK,Oak Park,205,"7,400",20,27001,"$8,325","$36,299","$44,624","$8,325","$36,299","$44,624","$446,240","$446,240","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Full and Unfinished,No,1,1 car detached,114,"1,768",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-06-319-026-0000,518  BELLEFORTE AVE,OAK PARK,Oak Park,206,"10,009",20,27001,"$11,260","$31,714","$42,974","$11,260","$31,713","$42,973","$429,740","$429,730","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,4,0,Full and Unfinished,Partial and Living Area,Yes,0,2 car detached,132,"3,133",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
