,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-08-121-058-1001,120 A W LAKE ST,OAK PARK,Oak Park,299,"8,253",90,27001,"$1,725","$20,528","$22,253","$1,724","$20,527","$22,251","$222,530","$222,510",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,113,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-121-058-1002,120 B W LAKE ST,OAK PARK,Oak Park,299,"8,253",90,27001,"$2,039","$24,260","$26,299","$2,038","$24,260","$26,298","$262,990","$262,980",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,113,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,Yes,N/A,N/A,,,,
0,16-08-121-058-1003,120 C W LAKE ST,OAK PARK,Oak Park,299,"8,253",90,27001,"$2,039","$24,260","$26,299","$2,038","$24,260","$26,298","$262,990","$262,980",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,113,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-121-058-1004,120 D W LAKE ST,OAK PARK,Oak Park,299,"8,253",90,27001,"$2,039","$24,260","$26,299","$2,038","$24,260","$26,298","$262,990","$262,980",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,113,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-08-122-001-0000,178 N TAYLOR AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$50,759","$58,882","$8,123","$50,759","$58,882","$588,820","$588,820","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,3,1,Full and Rec Room,Partial and Living Area,Yes,1,None,127,"2,958",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-002-0000,174 N TAYLOR AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$44,843","$52,966","$8,123","$44,843","$52,966","$529,660","$529,660","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Partial and Unfinished,Yes,1,2 car detached,122,"2,302",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-003-0000,170 N TAYLOR AVE,OAK PARK,Oak Park,205,"8,550",90,27001,"$8,123","$36,115","$44,238","$8,122","$36,114","$44,236","$442,380","$442,360","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Full and Unfinished,No,1,3 car detached,130,"1,668",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A,2016,"Yes | $1,005.06",Yes | $717.90,N/A
0,16-08-122-004-0000,164 N TAYLOR AVE,OAK PARK,Oak Park,205,"8,550",90,27001,"$8,123","$32,206","$40,329","$8,122","$31,887","$40,009","$403,290","$400,090","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Full and Unfinished,No,1,1.5 car detached,117,"1,907",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-005-0000,162 N TAYLOR AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$51,760","$59,883","$8,122","$51,760","$59,882","$598,830","$598,820","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Stucco,2,0,Full and Unfinished,Partial and Living Area,Yes,0,2 car detached,116,"3,010",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-006-0000,158 N TAYLOR AVE,OAK PARK,Oak Park,205,"8,550",90,27001,"$8,123","$35,887","$44,010","$8,122","$35,886","$44,008","$440,100","$440,080","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Rec Room,Partial and Unfinished,Yes,0,2 car detached,111,"2,030",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-007-0000,154 N TAYLOR AVE,OAK PARK,Oak Park,205,"8,550",90,27001,"$8,123","$33,249","$41,372","$8,123","$33,249","$41,372","$413,720","$413,720","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,1,Full and Unfinished,Full and Living Area,No,0,3.5 car detached,117,"1,965",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-008-0000,150 N TAYLOR AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$46,304","$54,427","$8,123","$46,304","$54,427","$544,270","$544,270","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,1,1,Full and Unfinished,Partial and Living Area,Yes,1,1 car attached,112,"2,547",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-009-0000,146 N TAYLOR AVE,OAK PARK,Oak Park,205,"8,550",90,27001,"$8,123","$31,620","$39,743","$8,123","$31,620","$39,743","$397,430","$397,430","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Full and Living Area,Yes,0,2 car detached,121,"1,726",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-010-0000,142 N TAYLOR AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$48,247","$56,370","$8,122","$48,246","$56,368","$563,700","$563,680","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,Partial and Unfinished,No,0,2.5 car detached,127,"2,602",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-011-0000,138 N TAYLOR AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$45,564","$53,687","$8,123","$45,564","$53,687","$536,870","$536,870","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Stucco,2,0,Full and Unfinished,Partial and Living Area,No,1,3 car detached,122,"2,228",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-012-0000,134 N TAYLOR AVE,OAK PARK,Oak Park,203,"9,747",90,27001,"$9,260","$37,098","$46,358","$9,259","$37,097","$46,356","$463,580","$463,560","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Stucco,1,1,Full and Unfinished,Partial and Living Area,Yes,1,2 car detached,117,"1,589",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-08-122-013-0000,177 N HUMPHREY AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$44,664","$52,787","$8,122","$41,724","$49,846","$527,870","$498,460","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,Partial and Living Area,No,0,None,119,"2,670",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-014-0000,175 N HUMPHREY AVE,OAK PARK,Oak Park,211,"8,550",90,27001,"$8,123","$36,401","$44,524","$8,122","$36,400","$44,522","$445,240","$445,220","Two to six apartments, over 62 years",Two Story,Multi Family,2,Frame,2,0,Full and Unfinished,None,No,1,2.5 car detached,119,"2,784",2019,N/A,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-08-122-015-0000,171 N HUMPHREY AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$48,100","$56,223","$8,122","$48,100","$56,222","$562,230","$562,220","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Partial and Unfinished,Yes,1,2.5 car detached,129,"2,653",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-016-0000,167 N HUMPHREY AVE,OAK PARK,Oak Park,205,"8,550",90,27001,"$8,123","$35,765","$43,888","$8,122","$35,764","$43,886","$438,880","$438,860","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Partial and Living Area,Yes,1,2 car detached,128,"1,998",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-017-0000,163 N HUMPHREY AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$33,216","$41,339","$6,091","$33,215","$39,306","$413,390","$393,060","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,1,1,Full and Unfinished,Full and Unfinished,No,0,2 car detached,130,"2,348",Assessor Valuation,2020,Yes,N/A,N/A,2019,Yes | $986.77,N/A,N/A,2018,Yes | $951.45,N/A,N/A,2017,Yes | $914.32,N/A,N/A
0,16-08-122-018-0000,159 N HUMPHREY AVE,OAK PARK,Oak Park,206,"8,550",90,27001,"$8,123","$42,486","$50,609","$8,123","$42,486","$50,609","$506,090","$506,090","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,1,1,Full and Unfinished,Partial and Unfinished,Yes,1,2 car detached,129,"2,207",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-019-0000,155 1 N HUMPHREY AVE,OAK PARK,Oak Park,211,"8,550",90,27001,"$8,123","$36,768","$44,891","$8,122","$36,768","$44,890","$448,910","$448,900","Two to six apartments, over 62 years",Two Story,Multi Family,2,Stucco,3,0,Full and Rec Room,None,No,0,2 car detached,112,"3,040",2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,N/A,N/A,N/A
0,16-08-122-020-0000,151 N HUMPHREY AVE,OAK PARK,Oak Park,211,"8,550",90,27001,"$8,123","$36,850","$44,973","$8,122","$36,849","$44,971","$449,730","$449,710","Two to six apartments, over 62 years",Two Story,Multi Family,2,Frame,2,2,Full and Unfinished,Full and Unfinished,No,1,2.5 car detached,124,"2,802",2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-021-0000,147 N HUMPHREY AVE,OAK PARK,Oak Park,205,"8,550",90,27001,"$8,123","$36,412","$44,535","$8,122","$36,412","$44,534","$445,350","$445,340","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,1,Partial and Unfinished,Partial and Unfinished,Yes,1,2 car detached,132,"1,918",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-022-0000,143 N HUMPHREY AVE,OAK PARK,Oak Park,205,"8,550",90,27001,"$8,123","$34,924","$43,047","$8,122","$34,923","$43,045","$430,470","$430,450","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Partial and Unfinished,Yes,0,1.5 car detached,140,"2,028",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-023-0000,139 N HUMPHREY AVE,OAK PARK,Oak Park,203,"6,156",90,27001,"$5,848","$26,198","$32,046","$5,848","$26,198","$32,046","$320,460","$320,460","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Frame,2,0,Full and Rec Room,Full and Unfinished,No,0,1 car detached,102,"1,050",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-024-0000,137 N HUMPHREY AVE,OAK PARK,Oak Park,205,"6,156",90,27001,"$5,848","$37,991","$43,839","$5,848","$37,990","$43,838","$438,390","$438,380","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,3,0,Full and Unfinished,Partial and Unfinished,No,0,2 car detached,107,"1,965",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-08-122-025-0000,133 N HUMPHREY AVE,OAK PARK,Oak Park,203,"5,985",90,27001,"$5,686","$35,692","$41,378","$5,686","$35,692","$41,378","$413,780","$413,780","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Stucco,2,0,Full and Unfinished,Full and Living Area,No,1,2 car detached,103,"1,741",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-030-0000,50  LAKE ST,OAK PARK,Oak Park,211,"4,177",90,27001,"$3,968","$29,970","$33,938","$3,968","$29,970","$33,938","$339,380","$339,380","Two to six apartments, over 62 years",Two Story,Multi Family,2,Stucco,2,0,Full and Unfinished,Partial and Unfinished,No,0,2 car detached,98,"2,142",2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-08-122-031-0000,48  LAKE ST,OAK PARK,Oak Park,212,"4,202",90,27001,"$3,992","$21,250","$25,242","$3,992","$21,250","$25,242","$252,420","$252,420","Two to six apartments, up to 62 years",One Story,Multi Family,2,Masonry,2,0,Partial and Apartment,None,Yes,0,None,70,"2,500",2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-08-122-032-0000,46  LAKE ST,OAK PARK,Oak Park,0,0,90,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-08-122-033-0000,38  LAKE ST,OAK PARK,Oak Park,318,"17,435",90,27001,"$43,588","$238,413","$282,001","$43,588","$238,413","$282,001","$2,820,010","$2,820,010","Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000",**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-08-122-034-0000,56  LAKE ST,OAK PARK,Oak Park,211,"5,530",90,27001,"$5,254","$36,149","$41,403","$5,253","$36,148","$41,401","$414,030","$414,010","Two to six apartments, over 62 years",Two Story,Multi Family,2,Stucco,2,0,Full and Unfinished,Partial and Unfinished,No,0,2.5 car detached,98,"2,643",2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-036-0000,54  LAKE ST,OAK PARK,Oak Park,211,"6,809",90,27001,"$6,469","$21,633","$28,102","$6,468","$21,633","$28,101","$281,020","$281,010","Two to six apartments, over 62 years",Two Story,Multi Family,2,Stucco,2,0,Full and Unfinished,None,No,0,2.5 car detached,98,"1,932",2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-038-1001,126 1-N N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,626","$9,896","$11,522","$1,625","$9,895","$11,520","$115,220","$115,200",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-08-122-038-1002,126 1-S N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,395","$8,488","$9,883","$1,394","$8,487","$9,881","$98,830","$98,810",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56",Yes | $263.14,2018,"Yes | $1,268.60","Yes | $1,014.88",Yes | $253.72,2017,N/A,N/A,N/A
0,16-08-122-038-1003,122 1-N N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,377","$8,382","$9,759","$1,377","$8,381","$9,758","$97,590","$97,580",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-08-122-038-1004,122 1-S N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,395","$8,488","$9,883","$1,394","$8,487","$9,881","$98,830","$98,810",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-08-122-038-1005,118 1 N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,626","$9,896","$11,522","$1,625","$9,895","$11,520","$115,220","$115,200",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-08-122-038-1006,126 2-N N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,710","$10,408","$12,118","$1,709","$10,407","$12,116","$121,180","$121,160",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-08-122-038-1007,126 2-S N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,426","$8,680","$10,106","$1,426","$8,679","$10,105","$101,060","$101,050",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-038-1008,122 2-N N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,466","$8,924","$10,390","$1,466","$8,923","$10,389","$103,900","$103,890",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-08-122-038-1009,122 2-S N TAYLOR AVE,OAK PARK,Oak Park,299,"15,969",90,27001,"$1,460","$8,883","$10,343","$1,459","$8,883","$10,342","$103,430","$103,420",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,109,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
