,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-07-323-090-0000,1020  BALDWIN LN,OAK PARK,Oak Park,295,"1,470",40,27001,"$2,352","$35,160","$37,512","$2,352","$35,159","$37,511","$375,120","$375,110",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-091-0000,1018  BALDWIN LN,OAK PARK,Oak Park,295,"1,166",40,27001,"$1,866","$34,424","$36,290","$1,865","$34,423","$36,288","$362,900","$362,880",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-092-0000,1016  BALDWIN LN,OAK PARK,Oak Park,295,"1,019",40,27001,"$1,630","$35,008","$36,638","$1,630","$35,008","$36,638","$366,380","$366,380",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,N/A,N/A,N/A
0,16-07-323-093-0000,1014  BALDWIN LN,OAK PARK,Oak Park,295,"1,545",40,27001,"$2,472","$35,253","$37,725","$2,472","$35,253","$37,725","$377,250","$377,250",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-094-0000,427  CHESTNUT LN,OAK PARK,Oak Park,295,"1,477",40,27001,"$2,363","$35,169","$37,532","$2,363","$35,169","$37,532","$375,320","$375,320",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-095-0000,425  CHESTNUT LN,OAK PARK,Oak Park,295,"1,199",40,27001,"$1,918","$34,487","$36,405","$1,918","$34,486","$36,404","$364,050","$364,040",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-096-0000,423  CHESTNUT LN,OAK PARK,Oak Park,295,"1,198",40,27001,"$1,917","$35,749","$37,666","$1,916","$35,749","$37,665","$376,660","$376,650",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,1,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-097-0000,421  CHESTNUT LN,OAK PARK,Oak Park,295,"1,449",40,27001,"$2,318","$35,379","$37,697","$2,318","$35,378","$37,696","$376,970","$376,960",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-098-0000,1000  BALDWIN LN,OAK PARK,Oak Park,100,"9,631",40,27001,$1,,$1,$1,,$1,$10,$10,Vacant land,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-323-099-0000,1016  MADISON ST,OAK PARK,Oak Park,295,"1,774",40,27001,"$2,838","$34,937","$37,775","$2,838","$34,937","$37,775","$377,750","$377,750",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,13,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-100-0000,1018  MADISON ST,OAK PARK,Oak Park,295,"1,231",40,27001,"$1,970","$36,037","$38,007","$1,969","$36,036","$38,005","$380,070","$380,050",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,13,"2,450",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-101-0000,1020  MADISON ST,OAK PARK,Oak Park,295,"1,206",40,27001,"$1,930","$35,990","$37,920","$1,929","$35,990","$37,919","$379,200","$379,190",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,13,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-102-0000,1022  MADISON ST,OAK PARK,Oak Park,295,"1,826",40,27001,"$2,922","$34,982","$37,904","$2,921","$34,981","$37,902","$379,040","$379,020",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,13,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-103-0000,1024  ALEXANDER LN,OAK PARK,Oak Park,295,"1,753",40,27001,"$2,805","$34,854","$37,659","$2,804","$34,853","$37,657","$376,590","$376,570",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,4,1,None,None,Yes,0,2 car attached,13,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-104-0000,1022  ALEXANDER LN,OAK PARK,Oak Park,295,"1,226",40,27001,"$1,962","$36,028","$37,990","$1,961","$36,027","$37,988","$379,900","$379,880",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,13,"2,450",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-105-0000,1020  ALEXANDER LN,OAK PARK,Oak Park,295,"1,192",40,27001,"$1,907","$35,963","$37,870","$1,907","$35,962","$37,869","$378,700","$378,690",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,13,"2,450",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-106-0000,1018  ALEXANDER LN,OAK PARK,Oak Park,295,"1,822",40,27001,"$2,915","$35,175","$38,090","$2,915","$35,174","$38,089","$380,900","$380,890",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,1,2 car attached,13,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-107-0000,1015  BALDWIN LN,OAK PARK,Oak Park,295,"1,605",40,27001,"$2,568","$33,610","$36,178","$2,568","$33,609","$36,177","$361,780","$361,770",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,13,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-108-0000,1019  BALDWIN LN,OAK PARK,Oak Park,295,"1,600",40,27001,"$2,560","$34,509","$37,069","$2,560","$34,509","$37,069","$370,690","$370,690",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,13,"2,394",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A,2016,"Yes | $1,005.06",Yes | $717.90,N/A
0,16-07-323-109-0000,0  DRIVEWAY/ALLEY,OAK PARK,Oak Park,100,"8,660",40,27001,$4,,$4,$4,,$4,$40,$40,Vacant land,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-324-001-0000,400 A-E  HOME AVE,OAK PARK,Oak Park,206,"7,120",40,27001,"$8,010","$45,303","$53,313","$8,010","$45,303","$53,313","$533,130","$533,130","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Rec Room,Partial and Unfinished,Yes,2,2 car detached,119,"3,320",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-002-0000,402  HOME AVE,OAK PARK,Oak Park,241,880,40,27001,"$1,188",,"$1,188","$1,188",,"$1,188","$11,880","$11,880",Vacant land under common ownership with adjacent residence,N/A,N/A,N/A,0,0,None,None,No,0,None,0,**,Assessor Valuation,,,,,,,,,,,,,,,,
0,16-07-324-005-0000,408  HOME AVE,OAK PARK,Oak Park,206,"8,000",40,27001,"$6,800","$71,910","$78,710","$6,800","$65,637","$72,437","$787,100","$724,370","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,3,0,Full and Unfinished,Partial and Unfinished,No,1,2.5 car detached,123,"3,196",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-015-0000,945  WASHINGTON AVE,OAK PARK,Oak Park,315,"7,164",40,27001,"$17,910","$45,551","$63,461","$17,910","$45,551","$63,461","$634,610","$634,610","Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance",**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-324-016-0000,945  WASHINGTON AVE,OAK PARK,Oak Park,315,"16,100",40,27001,"$40,250","$175,767","$216,017","$40,250","$175,767","$216,017","$2,160,170","$2,160,170","Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance",**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-324-017-0000,415  CLINTON AVE,OAK PARK,Oak Park,390,"8,050",40,27001,"$20,125",$172,"$20,297","$20,125",$172,"$20,297","$202,970","$202,970",Other minor improvements,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-324-018-0000,417  CLINTON AVE,OAK PARK,Oak Park,211,"8,050",40,27001,"$9,056","$35,561","$44,617","$9,056","$35,560","$44,616","$446,170","$446,160","Two to six apartments, over 62 years",Two Story,Multi Family,2,Frame,3,0,Full and Unfinished,Partial and Unfinished,No,0,2.5 car detached,118,"2,934",2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-324-019-0000,421  CLINTON AVE,OAK PARK,Oak Park,206,"8,050",40,27001,"$9,056","$43,020","$52,076","$9,056","$43,020","$52,076","$520,760","$520,760","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,3,0,Full and Unfinished,Partial and Unfinished,No,0,2.5 car detached,122,"2,868",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-020-0000,425  CLINTON AVE,OAK PARK,Oak Park,206,"8,050",40,27001,"$9,056","$45,996","$55,052","$9,056","$45,996","$55,052","$550,520","$550,520","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,1,1,Full and Unfinished,Partial and Unfinished,No,1,2.5 car detached,122,"2,924",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-021-0000,431  CLINTON AVE,OAK PARK,Oak Park,206,"8,050",40,27001,"$9,056","$48,467","$57,523","$9,056","$48,466","$57,522","$575,230","$575,220","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,Partial and Living Area,Yes,0,None,122,"3,771",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-022-0000,433  CLINTON AVE,OAK PARK,Oak Park,205,"8,050",40,27001,"$9,056","$32,620","$41,676","$9,056","$32,619","$41,675","$416,760","$416,750","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Partial and Unfinished,No,0,2 car detached,116,"1,812",Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $2,819.41",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $2,685.75",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $2,901.45"
0,16-07-324-023-0000,437  CLINTON AVE,OAK PARK,Oak Park,314,"8,050",40,27001,"$20,125","$29,253","$49,378","$20,125","$29,253","$49,378","$493,780","$493,780","Two or three story non-frprf. crt. and corridor apts or california type apts, no corridors, ex. entrance",**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-324-024-0000,940  MADISON ST,OAK PARK,Oak Park,0,0,40,27009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-324-031-0000,404  HOME AVE,OAK PARK,Oak Park,205,"8,000",40,27001,"$9,000","$35,276","$44,276","$9,000","$35,275","$44,275","$442,760","$442,750","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,1,Full and Unfinished,Full and Unfinished,No,1,1.5 car detached,122,"2,064",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $3,478.62",2017,"Yes | $1,219.10",Yes | $975.28,N/A,2016,"Yes | $1,005.06",Yes | $717.90,N/A
0,16-07-324-032-0000,970  MADISON ST,OAK PARK,Oak Park,0,0,40,27009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-324-033-1001,420 101N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$605,"$7,312","$7,917",$604,"$7,312","$7,916","$79,170","$79,160",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-07-324-033-1002,420 102N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$841,"$10,174","$11,015",$841,"$10,174","$11,015","$110,150","$110,150",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",Yes | $253.72,2017,N/A,N/A,N/A
0,16-07-324-033-1003,420 103N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$841,"$10,174","$11,015",$841,"$10,174","$11,015","$110,150","$110,150",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-324-033-1004,420 104N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$841,"$10,174","$11,015",$841,"$10,174","$11,015","$110,150","$110,150",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-033-1005,420 105N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$841,"$10,174","$11,015",$841,"$10,174","$11,015","$110,150","$110,150",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-324-033-1006,420 106N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$605,"$7,312","$7,917",$604,"$7,312","$7,916","$79,170","$79,160",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-033-1007,420 107N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$604,"$7,310","$7,914",$604,"$7,310","$7,914","$79,140","$79,140",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-033-1008,420 109N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$605,"$7,312","$7,917",$604,"$7,312","$7,916","$79,170","$79,160",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-033-1009,420 110N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$605,"$7,312","$7,917",$604,"$7,312","$7,916","$79,170","$79,160",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-033-1010,420 201N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$605,"$7,312","$7,917",$604,"$7,312","$7,916","$79,170","$79,160",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70",Yes | $467.86,"Yes | $1,284.51",2018,"Yes | $1,268.60",Yes | $451.11,"Yes | $1,233.33",2017,"Yes | $1,219.10",Yes | $433.51,"Yes | $1,235.80"
0,16-07-324-033-1011,420 202N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$841,"$10,174","$11,015",$841,"$10,174","$11,015","$110,150","$110,150",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-033-1012,420 203N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$841,"$10,923","$11,764",$841,"$10,923","$11,764","$117,640","$117,640",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-324-033-1013,420 204N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$841,"$10,174","$11,015",$841,"$10,174","$11,015","$110,150","$110,150",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-324-033-1014,420 205N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$841,"$10,174","$11,015",$841,"$10,174","$11,015","$110,150","$110,150",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-07-324-033-1015,420 206N  HOME AVE,OAK PARK,Oak Park,299,"45,520",40,27001,$605,"$7,312","$7,917",$604,"$7,312","$7,916","$79,170","$79,160",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,44,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
