,taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions
0,$0.00,$0.00,$0.00,$0.00,"$4,129.31","$240,050","24,005","4,199","1,026",2-03,27001,920 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-306-008-0000,"1,132.50",0.00,906.00,"8,450.15",0.00
0,"$7,701.00","$9,748.68","$9,380.92","$9,197.01","$9,525.53","$241,990","24,199","4,199","1,148",2-03,27001,924 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-306-009-0000,"1,132.50",0.00,0.00,"8,833.50","7,701.00"
0,"$7,503.15","$12,099.84","$10,377.66","$10,171.93","$9,630.20","$236,570","23,657","4,199","1,161",2-03,27001,926 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-306-010-0000,"1,132.50",0.00,0.00,"8,635.65","7,503.15"
0,"$14,165.65","$14,388.23","$13,846.64","$14,485.10","$13,209.50","$419,080","41,908","3,780","2,112",2-05,27001,928 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-306-011-0000,"1,132.50",0.00,0.00,"15,298.15","14,165.65"
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,930 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-306-012-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,932 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-306-013-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,934 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-306-014-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,936 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-306-015-0000,,,,,
0,"$14,038.36","$12,925.83","$12,441.29","$12,168.57","$11,485.25","$384,560","38,456","3,150","1,520",2-05,27001,921 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-019-0000,0.00,0.00,0.00,"14,038.36","14,038.36"
0,"$12,960.67","$10,504.81","$10,648.76","$10,436.96","$9,740.04","$386,070","38,607","3,150","1,492",2-05,27001,923 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-020-0000,"1,132.50",0.00,0.00,"14,093.17","12,960.67"
0,"$11,564.64","$9,994.58","$12,195.18","$11,949.62","$11,425.67","$347,830","34,783","4,158","1,392",2-05,27001,925 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-021-0000,"1,132.50",0.00,0.00,"12,697.14","11,564.64"
0,"$12,494.19","$10,495.08","$10,097.68","$9,915.31","$9,527.25","$398,110","39,811","4,284","1,430",2-05,27001,927 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-022-0000,"1,132.50",0.00,906.00,"14,532.69","12,494.19"
0,"$13,476.86","$13,576.84","$13,067.98","$7,969.26","$10,965.20","$369,180","36,918","4,158","1,515",2-05,27001,931 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-023-0000,0.00,0.00,0.00,"13,476.86","13,476.86"
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,933 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-024-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,935 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-025-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,937 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-026-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,941 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-027-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,911 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-306-028-0000,,,,,
0,"$32,244.09","$31,018.42","$29,855.61","$29,201.22","$32,283.53",,"88,330","7,387",,3-18,27001,21  HARRISON ST,OAK PARK,60304,OAK PARK,16-17-307-001-0000,0.00,0.00,0.00,"32,244.09","32,244.09"
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,13  HARRISON ST,OAK PARK,60304,OAK PARK,16-17-307-002-0000,,,,,
0,"$9,238.60","$11,569.48","$11,133.61","$10,911.19","$10,528.86","$284,100","28,410","3,125","3,489",2-12,27001,11  HARRISON ST,OAK PARK,60304,OAK PARK,16-17-307-003-0000,"1,132.50",0.00,0.00,"10,371.10","9,238.60"
0,"$15,745.37","$16,801.49","$16,171.73","$16,819.92","$16,198.70","$431,320","43,132","3,125","4,705",2-12,27001,9  HARRISON ST,OAK PARK,60304,OAK PARK,16-17-307-004-0000,0.00,0.00,0.00,"15,745.37","15,745.37"
0,"$13,712.31","$14,974.38","$14,410.92","$14,116.69","$12,890.33","$406,650","40,665","3,150","1,978",2-05,27001,910 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-007-0000,"1,132.50",0.00,0.00,"14,844.81","13,712.31"
0,"$9,972.34","$14,418.10","$13,875.44","$13,592.97","$11,866.03","$304,210","30,421","4,410","1,743",2-03,27001,914 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-008-0000,"1,132.50",0.00,0.00,"11,104.84","9,972.34"
0,"$15,876.40","$14,942.27","$16,061.74","$16,812.36","$15,782.17","$434,910","43,491","8,190","2,584",2-06,27001,918 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-009-0000,0.00,0.00,0.00,"15,876.40","15,876.40"
0,"$7,190.81","$8,354.04","$8,054.98","$7,740.68","$9,978.09","$274,340","27,434","4,725","1,634",2-03,27001,922 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-010-0000,"1,132.50",785.50,906.00,"10,014.81","7,190.81"
0,"$9,872.00","$12,044.58","$12,846.73","$12,565.14","$11,576.57","$270,440","27,044","4,725","1,656",2-03,27001,926 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-011-0000,0.00,0.00,0.00,"9,872.00","9,872.00"
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,936 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-015-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,938 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-016-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,940 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-017-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,942 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-018-0000,,,,,
0,"$59,046.85","$31,118.94","$29,952.41","$29,295.95","$32,312.54",,"161,750","8,925",,3-15,27001,618 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-021-0000,0.00,0.00,0.00,"59,046.85","59,046.85"
0,"$56,833.95","$31,990.98","$30,791.71","$30,116.89","$27,556.88",,"155,688","8,900",,3-15,27001,632 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-022-0000,0.00,0.00,0.00,"56,833.95","56,833.95"
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,638 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-026-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,640 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-027-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,642 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-028-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,644 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-029-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,646 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-030-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,648 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-031-0000,,,,,
0,"$15,574.37","$15,614.33","$15,026.82","$15,719.68","$14,760.60","$457,660","45,766","4,410","2,014",2-05,27001,932 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-032-0000,"1,132.50",0.00,0.00,"16,706.87","15,574.37"
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,934 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-033-0000,,,,,
0,"$8,513.68","$7,064.26","$6,799.44","$6,650.43","$6,782.72",,"23,324","12,375",,3-90,27001,634 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-034-0000,0.00,0.00,0.00,"8,513.68","8,513.68"
0,"$3,501.12","$5,100.71","$6,170.22","$4,815.93","$5,317.49","$126,940","12,694","6,300",,2-99,27001,928 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-035-1001,"1,132.50",0.00,0.00,"4,633.62","3,501.12"
0,"$4,633.62","$5,100.71","$4,901.62","$4,815.93","$5,317.49","$126,940","12,694","6,300",,2-99,27001,928 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-035-1002,0.00,0.00,0.00,"4,633.62","4,633.62"
0,"$4,633.62","$3,785.01","$4,901.62","$4,815.93","$5,317.49","$126,940","12,694","6,300",,2-99,27001,930 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-035-1003,0.00,0.00,0.00,"4,633.62","4,633.62"
0,"$4,754.46","$3,917.76","$5,062.22","$6,192.17","$5,482.17","$130,250","13,025","6,300",,2-99,27001,930 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-035-1004,0.00,0.00,0.00,"4,754.46","4,754.46"
0,$180.29,$198.67,$240.78,$235.53,$246.38,"$4,960",496,"6,300",,2-99,27001,928 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-035-1005,0.00,0.00,0.00,180.29,180.29
0,$180.29,$198.67,$240.78,$235.53,$246.38,"$4,960",496,"6,300",,2-99,27001,928 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-035-1006,0.00,0.00,0.00,180.29,180.29
0,$180.29,$198.67,$240.78,$235.53,$246.38,"$4,960",496,"6,300",,2-99,27001,928 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-035-1007,0.00,0.00,0.00,180.29,180.29
0,$180.29,$198.67,$240.78,$235.53,$246.38,"$4,960",496,"6,300",,2-99,27001,928 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-307-035-1008,0.00,0.00,0.00,180.29,180.29
0,"$56,899.29","$53,276.25","$51,279.22","$38,827.12","$40,248.35",,"155,870","12,762",,5-23,27001,1  HARRISON ST,OAK PARK,60304,OAK PARK,16-17-307-036-0000,0.00,0.00,0.00,"56,899.29","56,899.29"
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,614 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-307-037-0000,,,,,
0,"$8,110.63","$6,295.89","$6,055.92","$6,937.53","$6,216.30","$278,030","27,803","3,780","1,592",2-03,27001,1000 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-001-0000,"1,132.50",0.00,906.00,"10,149.13","8,110.63"
0,"$6,881.86","$7,114.38","$6,845.49","$6,717.12","$6,216.30","$219,550","21,955","3,780",836,2-02,27001,1002 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-002-0000,"1,132.50",0.00,0.00,"8,014.36","6,881.86"
0,"$7,831.69","$6,346.02","$6,105.90","$5,993.71","$6,593.48","$245,570","24,557","3,780","1,389",2-03,27001,1004 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-003-0000,"1,132.50",0.00,0.00,"8,964.19","7,831.69"
0,"$7,215.16","$5,832.50","$8,255.29","$8,113.35","$6,470.58","$253,500","25,350","3,780","1,204",2-03,27001,1008 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-004-0000,"1,132.50",0.00,906.00,"9,253.66","7,215.16"
0,"$8,164.31","$7,217.40","$6,946.85","$7,482.96","$7,201.69","$223,660","22,366","3,780",836,2-02,27001,1010 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-005-0000,0.00,0.00,0.00,"8,164.31","8,164.31"
0,"$8,472.69","$7,528.83","$8,512.94","$8,326.33","$5,453.31","$270,040","27,004","3,780","1,565",2-03,27001,1014 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-006-0000,"1,132.50",0.00,0.00,"9,605.19","8,472.69"
0,"$8,520.48","$6,211.68","$5,976.63","$5,867.28","$5,593.30","$264,450","26,445","3,780","1,380",2-03,27001,1016 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-007-0000,"1,132.50",0.00,0.00,"9,652.98","8,520.48"
0,"$9,957.51","$7,993.14","$7,693.55","$7,524.89","$6,327.00","$272,790","27,279","3,780","1,483",2-03,27001,1018 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-008-0000,0.00,0.00,0.00,"9,957.51","9,957.51"
0,"$8,825.01","$7,267.93","$6,993.28","$6,861.58","$6,068.55","$272,790","27,279","3,780","1,483",2-03,27001,1020 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-009-0000,"1,132.50",0.00,0.00,"9,957.51","8,825.01"
0,"$4,341.10","$5,043.34","$4,862.80","$9,633.57","$9,733.72","$308,450","30,845","3,780","1,706",2-05,27001,1022 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-010-0000,"1,132.50","4,879.60",906.00,"11,259.20","4,341.10"
0,"$10,120.70","$11,804.33","$11,361.96","$11,112.83","$10,070.56","$277,260","27,726","3,780","1,641",2-03,27001,1024 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-011-0000,0.00,0.00,0.00,"10,120.70","10,120.70"
0,"$14,212.88","$8,748.22","$8,420.21","$8,235.63","$7,970.84","$389,360","38,936","3,780","1,957",2-05,27001,1026 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-012-0000,0.00,0.00,0.00,"14,212.88","14,212.88"
0,"$6,776.31","$6,139.58","$5,907.24","$5,799.38","$5,738.61","$216,660","21,666","3,780",836,2-02,27001,1028 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-013-0000,"1,132.50",0.00,0.00,"7,908.81","6,776.31"
0,"$7,756.49","$8,083.40","$7,776.39","$5,630.17","$7,492.29","$268,330","26,833","3,780","1,547",2-03,27001,1032 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-014-0000,"1,132.50",0.00,906.00,"9,794.99","7,756.49"
0,"$9,261.59","$7,829.60","$7,533.83","$7,390.43","$10,100.71","$284,750","28,475","3,780","1,740",2-03,27001,1034 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-015-0000,"1,132.50",0.00,0.00,"10,394.09","9,261.59"
0,"$10,132.93","$9,250.29","$10,718.53","$14,383.31","$9,827.05","$308,620","30,862","3,780","1,857",2-05,27001,1036 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-016-0000,"1,132.50",0.00,0.00,"11,265.43","10,132.93"
0,"$10,789.78","$14,628.48","$14,080.19","$13,771.56","$11,290.13","$295,580","29,558","3,780","1,655",2-05,27001,1038 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-017-0000,0.00,0.00,0.00,"10,789.78","10,789.78"
0,"$8,953.21","$6,800.46",$321.34,$308.80,"$1,225.17","$272,220","27,222","3,780","1,059",2-03,27001,1042 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-018-0000,0.00,0.00,0.00,"8,953.21","8,953.21"
0,"$6,203.61","$6,385.22","$3,766.85","$3,863.69","$5,411.96","$225,800","22,580","3,780",880,2-02,27001,1044 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-019-0000,"1,132.50",0.00,906.00,"8,242.11","6,203.61"
0,"$8,645.17","$9,747.63","$9,382.19","$9,176.53","$8,319.74","$236,830","23,683","3,685","1,112",2-03,27001,1046 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-308-020-0000,0.00,0.00,0.00,"8,645.17","8,645.17"
0,"$4,706.33","$5,218.20","$5,018.20","$5,195.44","$5,785.70","$239,530","23,953","3,780",926,2-02,27001,1001 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-021-0000,"1,132.50","1,998.52",906.00,"8,743.35","4,706.33"
0,"$7,250.49","$7,569.49","$7,283.54","$7,145.51","$6,344.23","$229,650","22,965","3,780",792,2-02,27001,1003 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-022-0000,"1,132.50",0.00,0.00,"8,382.99","7,250.49"
0,"$7,555.02","$9,272.26","$8,924.73","$8,729.12","$7,537.38","$206,970","20,697","3,780",792,2-02,27001,1005 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-023-0000,0.00,0.00,0.00,"7,555.02","7,555.02"
0,"$7,173.48","$6,224.31","$5,988.81","$6,717.12","$5,506.72","$227,550","22,755","3,780",792,2-02,27001,1009 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-024-0000,"1,132.50",0.00,0.00,"8,305.98","7,173.48"
0,"$7,665.89","$6,991.24","$6,727.01","$6,601.18","$6,272.29","$241,040","24,104","3,780","1,295",2-03,27001,1011 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-025-0000,"1,132.50",0.00,0.00,"8,798.39","7,665.89"
0,"$5,743.47","$4,726.39","$5,217.62","$5,146.67","$4,533.39","$219,390","21,939","3,780",792,2-02,27001,1013 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-026-0000,"1,132.50",0.00,906.00,"8,008.47","5,743.47"
0,"$7,543.36","$6,522.19","$6,854.12","$6,703.95","$6,597.93","$206,650","20,665","3,780",792,2-02,27001,1015 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-027-0000,0.00,0.00,0.00,"7,543.36","7,543.36"
0,"$6,366.69","$6,890.32","$7,799.73","$7,650.46","$6,650.63","$205,450","20,545","3,780",792,2-02,27001,1017 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-028-0000,"1,132.50",0.00,0.00,"7,499.19","6,366.69"
0,"$6,352.87","$7,053.20","$6,784.85","$6,675.18","$5,471.40","$229,890","22,989","3,780",792,2-02,27001,1021 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-029-0000,"1,132.50",0.00,906.00,"8,391.37","6,352.87"
0,"$8,424.10","$7,412.13","$7,132.07","$6,997.39","$7,400.83","$261,800","26,180","3,780","1,270",2-03,27001,1023 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-030-0000,"1,132.50",0.00,0.00,"9,556.60","8,424.10"
0,"$7,613.91","$6,699.41","$6,701.51","$6,833.42","$6,563.04","$245,820","24,582","3,780",987,2-02,27001,1027 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-032-0000,"1,132.50",0.00,0.00,"8,972.91","7,613.91"
0,"$8,332.94","$8,618.36","$8,293.09","$8,132.98","$8,488.31","$259,310","25,931","3,780","1,487",2-03,27001,1029 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-033-0000,"1,132.50",0.00,0.00,"9,465.44","8,332.94"
0,"$6,475.18","$6,219.18","$5,982.08","$5,889.96","$5,498.40","$233,230","23,323","3,780",836,2-02,27001,1033 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-034-0000,"1,132.50",0.00,906.00,"8,513.68","6,475.18"
0,"$7,169.86","$6,906.24","$6,647.34","$7,677.28","$6,912.23","$227,440","22,744","3,780",836,2-02,27001,1035 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-035-0000,"1,132.50",0.00,0.00,"8,302.36","7,169.86"
0,"$10,554.33","$11,304.89","$9,612.56","$9,423.52","$8,163.10","$289,130","28,913","3,780","1,267",2-03,27001,1037 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-036-0000,0.00,0.00,0.00,"10,554.33","10,554.33"
0,"$6,318.56","$6,295.89","$8,339.40","$6,937.53","$8,067.76","$228,940","22,894","3,780",836,2-02,27001,1041 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-037-0000,"1,132.50",0.00,906.00,"8,357.06","6,318.56"
0,"$8,741.43","$8,163.00","$7,854.79","$8,584.90","$7,400.83","$270,500","27,050","3,780","1,299",2-03,27001,1043 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-038-0000,"1,132.50",0.00,0.00,"9,873.93","8,741.43"
0,"$6,318.56","$6,061.82","$5,830.61","$3,642.43","$5,151.36","$228,950","22,895","3,780",836,2-02,27001,1045 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-039-0000,"1,132.50",0.00,906.00,"8,357.06","6,318.56"
0,"$8,867.70","$10,488.63","$10,093.36","$9,893.73","$7,890.58","$273,960","27,396","3,698","1,443",2-03,27001,1047 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-308-040-0000,"1,132.50",0.00,0.00,"10,000.20","8,867.70"
0,"$10,262.94","$13,188.84","$12,692.22","$12,435.80","$11,923.89","$312,180","31,218","3,780","1,836",2-04,27001,1000 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-001-0000,"1,132.50",0.00,0.00,"11,395.44","10,262.94"
0,"$7,143.92","$5,182.67","$6,139.52","$6,026.62","$6,058.07","$226,730","22,673","3,780","1,034",2-03,27001,1004 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-002-0000,"1,132.50",0.00,0.00,"8,276.42","7,143.92"
0,"$6,739.39","$5,455.42","$5,248.71","$6,342.25","$6,216.73","$215,650","21,565","3,780",836,2-02,27001,1006 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-003-0000,"1,132.50",0.00,0.00,"7,871.89","6,739.39"
0,"$7,279.71","$7,818.02","$7,522.80","$7,379.58","$6,368.78","$230,450","23,045","3,780",836,2-02,27001,1008 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-004-0000,"1,132.50",0.00,0.00,"8,412.21","7,279.71"
0,"$7,162.61","$6,481.14","$6,234.28","$6,136.71","$5,739.90","$252,070","25,207","3,780",842,2-02,27001,1010 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-005-0000,"1,132.50",0.00,906.00,"9,201.11","7,162.61"
0,"$7,623.99","$7,363.84","$7,085.51","$6,951.92","$6,373.66","$239,880","23,988","3,780",938,2-02,27001,1012 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-006-0000,"1,132.50",0.00,0.00,"8,756.49","7,623.99"
0,"$7,350.94","$7,143.59","$6,873.53","$6,744.67","$6,011.41","$232,410","23,241","3,780",921,2-02,27001,1016 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-007-0000,"1,132.50",0.00,0.00,"8,483.44","7,350.94"
0,"$2,194.22","$9,289.37","$8,938.94","$8,764.72","$8,889.61","$283,490","28,349","3,780",968,2-02,27001,1018 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-008-0000,113.25,0.00,0.00,"2,307.47","2,194.22"
0,"$8,178.12","$9,322.13","$8,968.75","$4,845.31","$6,568.21","$279,880","27,988","3,780","1,263",2-03,27001,1020 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-009-0000,"1,132.50",0.00,906.00,"10,216.62","8,178.12"
0,"$7,475.75","$7,082.54","$6,814.92","$6,687.25","$6,395.34","$243,550","24,355","3,780","1,046",2-03,27001,1022 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-010-0000,"1,132.50",0.00,0.00,"8,608.25","7,475.75"
0,"$7,232.48","$5,298.19","$6,579.21","$6,461.11","$5,929.57","$235,360","23,536","3,780",836,2-02,27001,1024 S CUYLER AVE,OAK PARK,60304,OAK PARK,16-17-309-011-0000,"1,132.50",0.00,0.00,"8,591.48","7,232.48"
