,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-05-100-023-0000,1200  EDMER AVE,OAK PARK,Oak Park,206,"5,644",10,27001,"$7,478","$54,820","$62,298","$7,478","$54,819","$62,297","$622,980","$622,970","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Masonry,3,1,Full and Unfinished,None,No,1,2 car detached,94,"3,144",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-100-024-0000,1235 N RIDGELAND AVE,OAK PARK,Oak Park,204,"6,000",10,27001,"$7,950","$41,633","$49,583","$7,950","$41,633","$49,583","$495,830","$495,830","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,2,1,Full and Rec Room,Full and Living Area,Yes,0,2 car detached,94,"2,982",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-05-100-025-0000,1231 N RIDGELAND AVE,OAK PARK,Oak Park,204,"6,000",10,27001,"$7,950","$35,388","$43,338","$7,950","$35,388","$43,338","$433,380","$433,380","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,2,1,Full and Unfinished,Full and Living Area,Yes,1,2 car detached,90,"2,292",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-100-026-0000,1227 N RIDGELAND AVE,OAK PARK,Oak Park,205,"6,000",10,27001,"$7,950","$34,169","$42,119","$7,950","$34,168","$42,118","$421,190","$421,180","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Masonry,1,1,Full and Unfinished,None,Yes,0,2 car detached,94,"2,167",Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-05-100-027-0000,1225 N RIDGELAND AVE,OAK PARK,Oak Park,206,"6,000",10,27001,"$7,950","$41,537","$49,487","$7,950","$41,537","$49,487","$494,870","$494,870","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,None,Yes,1,2 car detached,95,"2,246",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-100-028-0000,1221 N RIDGELAND AVE,OAK PARK,Oak Park,205,"6,000",10,27001,"$7,950","$24,735","$32,685","$7,950","$24,735","$32,685","$326,850","$326,850","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame/Masonry,1,0,Full and Unfinished,None,No,1,2 car detached,95,"1,490",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-100-029-0000,1217 N RIDGELAND AVE,OAK PARK,Oak Park,206,"6,000",10,27001,"$7,950","$44,909","$52,859","$7,950","$44,909","$52,859","$528,590","$528,590","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Masonry,2,0,Full and Unfinished,None,No,1,2 car detached,95,"2,417",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-100-030-0000,1213 N RIDGELAND AVE,OAK PARK,Oak Park,205,"6,000",10,27001,"$7,950","$32,281","$40,231","$7,950","$32,281","$40,231","$402,310","$402,310","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Masonry,1,2,Full and Unfinished,None,No,1,2 car detached,94,"2,088",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-05-100-034-0000,1201 N RIDGELAND AVE,OAK PARK,Oak Park,206,"6,366",10,27001,"$8,435","$48,831","$57,266","$8,434","$48,831","$57,265","$572,660","$572,650","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Masonry,2,1,Full and Rec Room,None,No,1,2 car detached,92,"2,444",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-05-100-035-0000,1211 N RIDGELAND AVE,OAK PARK,Oak Park,205,"9,000",10,27001,"$11,925","$32,497","$44,422","$11,925","$32,496","$44,421","$444,220","$444,210","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Masonry,1,1,Partial and Rec Room,Full and Unfinished,Yes,1,2 car detached,94,"2,132",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-05-100-036-0000,1205 N RIDGELAND AVE,OAK PARK,Oak Park,206,"9,000",10,27001,"$11,925","$49,112","$61,037","$11,925","$49,111","$61,036","$610,370","$610,360","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Masonry,2,1,Partial and Unfinished,None,No,1,2 car detached,94,"3,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-100-038-0000,6323  NORTH AVE,OAK PARK,Oak Park,517,"20,887",10,27001,"$130,544","$90,691","$221,235","$130,544","$90,691","$221,235","$884,940","$884,940",One story store,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-100-039-0000,6315  NORTH AVE,OAK PARK,Oak Park,517,"25,137",10,27001,"$157,106","$217,688","$374,794","$157,106","$217,688","$374,794","$1,499,176","$1,499,176",One story store,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-101-001-0000,6249  NORTH AVE,OAK PARK,Oak Park,522,"13,500",30,27001,"$84,375","$52,552","$136,927","$84,375","$52,552","$136,927","$547,708","$547,708",One story non-fireproof public garage,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-101-002-0000,6211  NORTH AVE,OAK PARK,Oak Park,0,0,30,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-101-003-0000,6235  NORTH AVE,OAK PARK,Oak Park,0,0,30,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-101-004-0000,6235  NORTH AVE,OAK PARK,Oak Park,0,0,30,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-101-005-0000,6205  NORTH AVE,OAK PARK,Oak Park,0,0,30,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-101-006-0000,6235  NORTH AVE,OAK PARK,Oak Park,0,0,30,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-101-007-0000,6201  NORTH AVE,OAK PARK,Oak Park,0,0,30,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-05-101-008-0000,1230 N RIDGELAND AVE,OAK PARK,Oak Park,205,"5,000",30,27001,"$5,625","$31,524","$37,149","$5,625","$31,523","$37,148","$371,490","$371,480","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Masonry,1,1,Partial and Rec Room,None,Yes,0,None,65,"2,052",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-009-0000,1228 N RIDGELAND AVE,OAK PARK,Oak Park,203,"5,000",30,27001,"$5,625","$27,576","$33,201","$5,625","$27,575","$33,200","$332,010","$332,000","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Masonry,1,1,Full and Unfinished,Full and Unfinished,No,0,2 car detached,96,"1,442",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-010-0000,1224 N RIDGELAND AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$41,005","$46,630","$5,625","$41,004","$46,629","$466,300","$466,290","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Frame/Masonry,2,0,Full and Rec Room,Partial and Living Area,No,1,2 car detached,96,"2,510",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-011-0000,1222 N RIDGELAND AVE,OAK PARK,Oak Park,203,"5,000",30,27001,"$5,625","$31,404","$37,029","$5,625","$31,404","$37,029","$370,290","$370,290","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Masonry,2,0,Full and Unfinished,None,No,0,2 car detached,96,"1,623",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-012-0000,1220 N RIDGELAND AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$34,068","$39,693","$5,625","$34,067","$39,692","$396,930","$396,920","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Frame/Masonry,2,0,Full and Unfinished,Full and Living Area,No,0,2 car detached,96,"2,110",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-013-0000,1216 N RIDGELAND AVE,OAK PARK,Oak Park,203,"5,000",30,27001,"$5,625","$27,215","$32,840","$5,625","$27,214","$32,839","$328,400","$328,390","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Masonry,1,0,Full and Unfinished,Partial and Living Area,Yes,0,None,96,"1,676",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-014-0000,1212 N RIDGELAND AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$41,501","$47,126","$5,625","$40,324","$45,949","$471,260","$459,490","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,2,1,Full and Unfinished,Full and Living Area,No,1,2 car detached,96,"2,313",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-015-0000,1210 N RIDGELAND AVE,OAK PARK,Oak Park,203,"5,000",30,27001,"$5,625","$30,265","$35,890","$5,625","$30,264","$35,889","$358,900","$358,890","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Masonry,1,1,Full and Unfinished,None,No,0,2 car detached,96,"1,461",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-016-0000,1206 N RIDGELAND AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$32,604","$38,229","$5,625","$32,604","$38,229","$382,290","$382,290","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Frame/Masonry,2,1,Partial and Rec Room,Partial and Living Area,No,0,2 car detached,96,"1,957",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-017-0000,1204 N RIDGELAND AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$34,627","$40,252","$5,625","$34,627","$40,252","$402,520","$402,520","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,1,0,Full and Unfinished,Full and Living Area,No,0,2 car detached,97,"1,988",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-05-101-018-0000,1200 N RIDGELAND AVE,OAK PARK,Oak Park,205,"5,305",30,27001,"$5,968","$32,736","$38,704","$5,968","$32,736","$38,704","$387,040","$387,040","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Masonry,2,0,Full and Unfinished,None,No,1,2 car detached,96,"1,860",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-019-0000,1231 N HARVEY AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$34,101","$39,726","$5,625","$34,101","$39,726","$397,260","$397,260","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,1,0,Partial and Rec Room,Full and Living Area,No,1,None,94,"2,203",Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $4,265.41",2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-05-101-020-0000,1227 N HARVEY AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$35,144","$40,769","$5,625","$34,455","$40,080","$407,690","$400,800","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,2,1,Full and Unfinished,Full and Living Area,No,0,None,95,"2,269",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-021-0000,1225 N HARVEY AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$35,376","$41,001","$5,625","$35,375","$41,000","$410,010","$410,000","One story residence, any age, 1,801 square feet and over",One Story,Single Family,Masonry,2,0,Full and Unfinished,Partial and Unfinished,No,0,2 car detached,96,"2,265",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-05-101-022-0000,1223 N HARVEY AVE,OAK PARK,Oak Park,203,"5,000",30,27001,"$5,625","$27,113","$32,738","$5,625","$27,113","$32,738","$327,380","$327,380","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Masonry,1,1,Full and Rec Room,Full and Living Area,No,0,1 car detached,96,"1,131",Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $3,723.03",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $3,568.57",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $3,635.84"
0,16-05-101-023-0000,1221 N HARVEY AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$31,412","$37,037","$5,625","$31,412","$37,037","$370,370","$370,370","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,2,1,Full and Unfinished,Full and Living Area,No,0,3 car detached,96,"2,153",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-05-101-024-0000,1217 N HARVEY AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$30,151","$35,776","$5,625","$30,151","$35,776","$357,760","$357,760","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,2,1,Full and Unfinished,Full and Living Area,No,0,None,96,"2,010",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-025-0000,1213 N HARVEY AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$29,420","$35,045","$5,625","$29,420","$35,045","$350,450","$350,450","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,2,1,Partial and Rec Room,Full and Living Area,Yes,0,2 car detached,97,"2,008",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-026-0000,1211 N HARVEY AVE,OAK PARK,Oak Park,203,"5,000",30,27001,"$5,625","$30,038","$35,663","$5,625","$30,038","$35,663","$356,630","$356,630","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Masonry,1,0,Full and Rec Room,Full and Living Area,No,0,2 car detached,96,"1,536",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-027-0000,1207 N HARVEY AVE,OAK PARK,Oak Park,204,"5,000",30,27001,"$5,625","$33,807","$39,432","$5,625","$33,806","$39,431","$394,320","$394,310","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Masonry,1,1,Full and Unfinished,Partial and Living Area,No,0,1.5 car detached,96,"2,019",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-101-028-0000,1205 N HARVEY AVE,OAK PARK,Oak Park,203,"5,000",30,27001,"$5,625","$29,720","$35,345","$5,625","$29,720","$35,345","$353,450","$353,450","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Masonry,3,1,Full and Rec Room,Partial and Living Area,Yes,0,2 car detached,96,"1,622",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-05-102-008-0000,1230 N HARVEY AVE,OAK PARK,Oak Park,203,"4,493",30,27001,"$5,055","$27,670","$32,725","$5,054","$27,669","$32,723","$327,250","$327,230","One story residence, any age, 1,000 to 1,800 square feet",One Story,Single Family,Masonry,1,0,Full and Unfinished,Partial and Unfinished,No,0,2 car detached,97,"1,178",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-102-009-0000,1228 N HARVEY AVE,OAK PARK,Oak Park,203,"4,624",30,27001,"$5,202","$31,766","$36,968","$5,202","$31,766","$36,968","$369,680","$369,680","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Frame/Masonry,2,2,Partial and Unfinished,Full and Living Area,No,0,2 car detached,97,"1,795",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-05-102-010-0000,1226 N HARVEY AVE,OAK PARK,Oak Park,205,"4,624",30,27001,"$5,202","$28,039","$33,241","$5,202","$28,038","$33,240","$332,410","$332,400","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,1,1,Full and Unfinished,None,No,0,2 car detached,102,"1,200",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
