,taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions
0,$0.00,"$1,992.23","$1,915.33","$1,894.97","$2,093.25","$86,220","8,622","18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1031,,,,,
0,$0.00,"$3,307.93","$3,183.93","$3,114.07","$3,098.31","$86,220","8,622","18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1032,,,,,
0,$0.00,"$3,307.93","$3,183.93","$3,114.07","$3,098.31","$86,220","8,622","18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1033,,,,,
0,$0.00,"$1,040.32",$999.15,$998.93,"$1,201.33","$61,410","6,141","18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1034,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,614 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1035,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1036,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,612 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1037,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,620 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1038,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,612 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1039,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1040,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,620 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1041,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1042,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,614 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1043,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,618 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1044,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,616 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1045,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,616 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1046,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,616 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1047,,,,,
0,$0.00,$238.27,$229.36,$224.31,$270.94,"$6,210",621,"18,250",,2-99,27001,612 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1048,,,,,
0,$0.00,$238.27,$229.36,$224.31,$270.94,"$6,210",621,"18,250",,2-99,27001,612 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1049,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,616 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1050,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,618 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1051,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,616 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1052,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,618 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1053,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,612 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1054,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,618 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1055,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,620 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1056,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,620 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1057,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1058,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,622 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1059,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,620 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1060,,,,,
0,$0.00,$190.64,$183.57,$179.45,$216.95,"$4,970",497,"18,250",,2-99,27001,620 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1061,,,,,
0,$0.00,$238.27,$229.36,$224.31,$270.94,"$6,210",621,"18,250",,2-99,27001,614 W HARRISON ST,OAK PARK,60304,OAK PARK,16-18-227-025-1062,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,800 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-001-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,808 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-002-0000,,,,,
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,810 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-003-0000,,,,,
0,"$10,143.12","$12,965.57","$12,477.32","$12,225.62","$11,458.26","$308,890","30,889","5,040","1,392",2-05,27001,812 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-004-0000,"1,132.50",0.00,0.00,"11,275.62","10,143.12"
0,"$7,578.01","$7,969.98","$7,669.07","$7,522.58","$7,585.91","$238,620","23,862","3,150",907,2-02,27001,816 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-006-0000,"1,132.50",0.00,0.00,"8,710.51","7,578.01"
0,"$7,639.39","$8,875.19","$8,557.47","$8,223.56","$10,546.81","$355,600","35,560","3,150","1,635",2-03,27001,818 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-007-0000,"1,132.50","3,019.81",906.00,"12,980.83","7,639.39"
0,"$12,741.98","$15,096.08","$15,273.94","$14,960.80","$15,216.18","$380,070","38,007","5,040","1,835",2-05,27001,820 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-008-0000,"1,132.50",0.00,0.00,"13,874.48","12,741.98"
0,"$9,256.49","$10,979.38","$11,653.49","$11,419.80","$10,002.93","$284,590","28,459","5,040","1,380",2-05,27001,822 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-009-0000,"1,132.50",0.00,0.00,"10,388.99","9,256.49"
0,"$7,791.71","$8,789.01","$9,723.69","$9,532.26","$9,431.34","$307,960","30,796","3,276","1,008",2-03,27001,826 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-010-0000,"1,132.50","1,411.55",906.00,"11,241.76","7,791.71"
0,"$5,040.98","$5,856.44","$5,646.79","$5,426.46","$7,252.51","$333,930","33,393","3,402","1,622",2-03,27001,828 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-011-0000,"1,132.50","5,110.63",906.00,"12,190.12","5,040.98"
0,"$10,938.93","$11,735.52","$11,293.46","$11,067.60","$11,089.98","$330,680","33,068","3,402","1,411",2-03,27001,830 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-012-0000,"1,132.50",0.00,0.00,"12,071.43","10,938.93"
0,"$4,458.65","$5,179.91","$4,994.48","$4,799.60","$6,514.22","$201,270","20,127","3,150",865,2-02,27001,832 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-013-0000,"1,132.50",850.17,906.00,"7,347.32","4,458.65"
0,$715.51,$831.26,$801.50,$770.23,"$1,768.62","$187,270","18,727","3,150",714,2-02,27001,838 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-014-0000,"1,132.50","4,081.87",906.00,"6,835.88",715.51
0,"$12,374.71","$12,304.16","$11,840.73","$11,602.91","$12,020.66","$370,010","37,001","7,459","1,988",2-05,27001,801 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-015-0000,"1,132.50",0.00,0.00,"13,507.21","12,374.71"
0,"$12,289.32","$16,265.87","$15,653.89","$15,332.50","$12,825.14","$367,670","36,767","6,300","1,542",2-05,27001,805 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-016-0000,"1,132.50",0.00,0.00,"13,421.82","12,289.32"
0,"$12,625.22","$13,849.32","$13,330.20","$13,038.03","$12,805.04","$345,850","34,585","6,300","1,458",2-05,27001,809 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-017-0000,0.00,0.00,0.00,"12,625.22","12,625.22"
0,"$11,799.40","$14,390.47","$13,848.80","$13,567.00","$12,237.90","$354,250","35,425","6,300","1,626",2-05,27001,815 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-018-0000,"1,132.50",0.00,0.00,"12,931.90","11,799.40"
0,"$11,638.14","$9,684.34","$9,317.36","$15,656.66","$16,880.27","$318,810","31,881","6,300","1,752",2-05,27001,817 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-019-0000,0.00,0.00,0.00,"11,638.14","11,638.14"
0,"$11,873.13","$12,293.37","$12,950.00","$14,888.62","$11,647.35","$356,270","35,627","6,300","1,458",2-05,27001,821 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-020-0000,"1,132.50",0.00,0.00,"13,005.63","11,873.13"
0,"$12,329.07","$15,592.89","$16,774.57","$17,616.60","$15,166.36","$368,770","36,877","6,300","1,923",2-05,27001,825 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-021-0000,"1,132.50",0.00,0.00,"13,461.57","12,329.07"
0,"$12,480.60","$12,951.75","$14,489.19","$14,757.82","$13,229.60","$372,910","37,291","6,300","1,752",2-05,27001,829 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-022-0000,"1,132.50",0.00,0.00,"13,613.10","12,480.60"
0,"$12,566.79","$16,037.33","$15,432.27","$15,133.05","$14,329.71","$400,090","40,009","6,300","1,626",2-05,27001,833 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-023-0000,"1,132.50",0.00,906.00,"14,605.29","12,566.79"
0,"$10,868.83","$13,876.42","$13,354.04","$13,083.02","$12,911.14","$328,770","32,877","4,140","1,416",2-05,27001,842 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-024-0000,"1,132.50",0.00,0.00,"12,001.33","10,868.83"
0,"$9,454.00","$11,936.29","$11,486.54","$11,256.56","$10,479.76","$290,010","29,001","3,680","1,462",2-05,27001,844 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-025-0000,"1,132.50",0.00,0.00,"10,586.50","9,454.00"
0,"$10,715.60","$10,801.77","$10,394.65","$10,795.98","$9,243.82","$324,560","32,456","3,680","1,240",2-05,27001,846 S EAST AVE,OAK PARK,60304,OAK PARK,16-18-228-026-0000,"1,132.50",0.00,0.00,"11,848.10","10,715.60"
0,"$9,390.12","$9,071.88","$10,246.61","$10,043.68","$10,043.85","$288,260","28,826","3,125","1,275",2-03,27001,540  HARRISON ST,OAK PARK,60304,OAK PARK,16-18-228-027-0000,"1,132.50",0.00,0.00,"10,522.62","9,390.12"
0,"$9,782.87","$10,245.88","$9,859.56","$9,665.15","$10,150.96","$299,010","29,901","3,125","1,494",2-03,27001,538  HARRISON ST,OAK PARK,60304,OAK PARK,16-18-228-028-0000,"1,132.50",0.00,0.00,"10,915.37","9,782.87"
0,"$11,076.98","$13,463.03","$12,954.31","$12,709.48","$13,721.94","$359,290","35,929","3,906","1,961",2-05,27001,839 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-029-0000,"1,132.50",0.00,906.00,"13,115.48","11,076.98"
0,"$11,881.51","$14,635.98","$14,085.14","$14,564.22","$12,614.22","$356,500","35,650","3,906","2,142",2-05,27001,841 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-030-0000,"1,132.50",0.00,0.00,"13,014.01","11,881.51"
0,"$11,663.96","$13,252.52","$12,753.62","$13,156.28","$13,192.13","$350,540","35,054","3,906","1,790",2-05,27001,843 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-031-0000,"1,132.50",0.00,0.00,"12,796.46","11,663.96"
0,"$11,018.66","$11,914.06","$11,467.51","$11,216.21","$9,692.22","$301,840","30,184","3,906","2,003",2-11,27001,845 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-228-032-0000,0.00,0.00,0.00,"11,018.66","11,018.66"
0,"$13,730.66","$13,438.82","$12,930.71","$12,934.53","$12,076.23","$376,130","37,613","3,717","1,803",2-05,27001,800 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-001-0000,0.00,0.00,0.00,"13,730.66","13,730.66"
0,"$12,755.12","$14,371.26","$13,830.40","$13,548.96","$13,987.42","$380,430","38,043","3,742","1,980",2-05,27001,802 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-002-0000,"1,132.50",0.00,0.00,"13,887.62","12,755.12"
0,"$12,345.95","$14,140.09","$13,610.05","$13,311.72","$12,556.65","$338,210","33,821","3,150","1,378",2-05,27001,804 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-003-0000,0.00,0.00,0.00,"12,345.95","12,345.95"
0,"$9,671.89","$10,519.42","$10,122.79","$9,922.62","$9,217.98","$295,980","29,598","3,150","1,382",2-05,27001,806 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-004-0000,"1,132.50",0.00,0.00,"10,804.39","9,671.89"
0,"$9,735.88","$12,279.03","$11,814.73","$11,594.86","$11,089.69","$322,540","32,254","3,150","1,508",2-05,27001,812 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-007-0000,"1,132.50",0.00,906.00,"11,774.38","9,735.88"
0,"$8,733.39","$8,944.92","$8,607.32","$8,440.32","$8,543.01","$270,260","27,026","3,150","1,036",2-03,27001,814 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-008-0000,"1,132.50",0.00,0.00,"9,865.89","8,733.39"
0,"$12,706.65","$13,363.56","$13,436.50","$13,142.02","$14,359.44","$348,080","34,808","4,725","1,653",2-03,27001,816 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-009-0000,0.00,0.00,0.00,"12,706.65","12,706.65"
0,"$14,116.73","$13,475.79","$14,237.12","$12,705.95","$15,121.99","$417,740","41,774","4,725","2,187",2-04,27001,820 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-010-0000,"1,132.50",0.00,0.00,"15,249.23","14,116.73"
0,"$12,529.98","$6,385.36","$6,156.77","$5,916.54","$7,829.70","$343,250","34,325","3,150","1,448",2-05,27001,822 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-011-0000,0.00,0.00,0.00,"12,529.98","12,529.98"
0,"$12,794.53","$14,500.99","$15,764.26","$15,440.51","$15,975.29","$381,520","38,152","3,150","2,041",2-05,27001,824 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-012-0000,"1,132.50",0.00,0.00,"13,927.03","12,794.53"
0,"$1,149.94","$1,087.69","$1,046.85","$1,023.92",$950.64,"$31,500","3,150","3,150",,2-41,27001,826 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-013-0000,0.00,0.00,0.00,"1,149.94","1,149.94"
0,"$12,574.49","$12,304.16","$13,358.48","$13,087.40","$12,260.44","$344,460","34,446","3,150","1,648",2-05,27001,828 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-014-0000,0.00,0.00,0.00,"12,574.49","12,574.49"
0,"$13,733.03","$16,867.01","$16,809.71","$16,462.97","$13,586.11","$410,420","41,042","5,418","2,049",2-05,27001,832 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-015-0000,"1,132.50",0.00,0.00,"14,865.53","13,733.03"
0,"$12,261.92","$17,504.60","$16,846.25","$16,498.69","$15,685.54","$366,920","36,692","4,032","1,840",2-05,27001,834 S SCOVILLE AVE,OAK PARK,60304,OAK PARK,16-18-229-016-0000,"1,132.50",0.00,0.00,"13,394.42","12,261.92"
0,"$12,840.17","$15,784.19","$15,188.44","$14,894.60","$15,027.94","$407,580","40,758","7,459","1,696",2-03,27001,801  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-017-0000,"1,132.50",0.00,906.00,"14,878.67","12,840.17"
0,"$11,534.74","$13,244.89","$12,746.13","$12,488.46","$11,006.27","$347,000","34,700","4,725","2,500",2-11,27001,811  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-019-0000,"1,132.50",0.00,0.00,"12,667.24","11,534.74"
0,"$11,690.57","$12,832.42","$12,349.19","$12,100.18","$11,412.31","$351,280","35,128","4,725","2,500",2-11,27001,815  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-020-0000,"1,132.50",0.00,0.00,"12,823.07","11,690.57"
0,"$12,032.25","$13,235.28","$12,737.00","$12,479.44","$11,412.74","$360,640","36,064","4,725","2,500",2-11,27001,817  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-021-0000,"1,132.50",0.00,0.00,"13,164.75","12,032.25"
0,"$10,865.66","$13,964.05","$13,436.63","$14,536.30","$10,849.77","$353,500","35,350","4,725","1,914",2-05,27001,821  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-022-0000,"1,132.50",0.00,906.00,"12,904.16","10,865.66"
0,"$12,455.80","$14,489.67","$13,942.55","$13,675.99","$13,968.32","$397,060","39,706","6,300","1,790",2-05,27001,823  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-023-0000,"1,132.50",0.00,906.00,"14,494.30","12,455.80"
0,"$11,344.59","$14,899.38","$14,336.96","$14,061.71","$12,654.57","$366,610","36,661","6,300","1,560",2-05,27001,827  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-024-0000,"1,132.50",0.00,906.00,"13,383.09","11,344.59"
0,"$14,693.62","$13,184.76","$14,454.17","$14,137.42","$11,810.89","$402,520","40,252","6,300","1,849",2-04,27001,831  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-025-0000,0.00,0.00,0.00,"14,693.62","14,693.62"
0,"$11,355.12","$14,171.80","$13,638.34","$13,361.09","$13,157.53","$342,090","34,209","3,150","1,574",2-05,27001,833  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-026-0000,"1,132.50",0.00,0.00,"12,487.62","11,355.12"
0,"$14,584.11","$14,844.91","$14,288.37","$15,518.17","$14,059.50",,"39,952","3,125",,3-14,27001,516  HARRISON ST,OAK PARK,60304,OAK PARK,16-18-229-028-0000,0.00,0.00,0.00,"14,584.11","14,584.11"
0,"$6,762.16","$6,107.08","$5,878.18","$6,263.61","$5,755.55",,"18,526","3,125",,3-14,27001,516  HARRISON ST,OAK PARK,60304,OAK PARK,16-18-229-029-0000,0.00,0.00,0.00,"6,762.16","6,762.16"
0,"$7,154.23","$6,653.36","$6,404.02","$6,263.61","$6,601.09",,"19,600","3,125",,3-14,27001,514  HARRISON ST,OAK PARK,60304,OAK PARK,16-18-229-030-0000,0.00,0.00,0.00,"7,154.23","7,154.23"
0,"$15,759.53","$16,483.88","$15,866.00","$15,518.17","$16,596.41",,"43,173","3,125",,3-14,27001,512  HARRISON ST,OAK PARK,60304,OAK PARK,16-18-229-031-0000,0.00,0.00,0.00,"15,759.53","15,759.53"
0,$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,,0-00,27001,845  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-032-0000,,,,,
0,"$13,471.54","$11,990.63","$11,790.37","$11,570.97","$13,571.76","$431,090","43,109","5,040","2,019",2-04,27001,805  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-033-0000,"1,132.50",0.00,906.00,"15,736.54","13,471.54"
0,"$25,501.30","$22,854.76","$21,995.87","$7,494.78","$7,889.86","$698,580","69,858","4,410","2,681",2-78,27001,809  GUNDERSON AVE,OAK PARK,60304,OAK PARK,16-18-229-034-0000,0.00,0.00,0.00,"25,501.30","25,501.30"
